roundId,investor
round_568,Sandesh Kirkire
round_568,Anand Kumar
round_568,Yogesh Chaudhary
round_569,Y Combinator
round_570,ANI Technologies Pvt. Ltd
round_571,Mahindra & Mahindra and Infuse Ventures
round_572,TannCam Investment & Sistema Asia Fund
round_573,IL&FS
round_573,Trust Capital
round_573,Rosy Blue Securities
round_573,Radhakrishan Damani and Rakesh Jhunjhunwala
round_574,YourNest Angel Fund
round_575,Stellaris Venture Partners
round_575,Mayur Abhaya
round_575,Rohit MA
round_576,InfoEdge
round_577,Accel Partners
round_577,Exfinity Ventures
round_577,Partech Ventures
round_578,SRI Capital
round_578,BeeNext
round_578,Pravega Ventures
round_579,Michael and Susan Dell Foundation
round_579,Anand Mahindra
round_580,Bertelsmann India
round_580,Mayfield Capital
round_580,Saama Capital
round_580,Darrin Capital
round_581,HIS Co. Ltd
round_581,MakeMyTrip
round_582,Sequoia Capital India
round_582,Artiman Ventures
round_583,International Finance Corporation (IFC)
round_583,Inventus Capital Partners
round_583,Accel Partners
round_583,"Kalaari Capital, and Nandan Nilekani"
round_584,Matrix Partners
round_585,V Balakrishnan.
round_586,SoftBank Group
round_586,Sequoia Capital India
round_586,Lightspeed Venture Partners
round_586,Greenoaks Capital
round_586,Hero Enterprise
round_587,IFMR Capital
round_588,Fireside Ventures
round_589,RPG Enterprises
round_590,Triodos Investment Management
round_591,Venture Highway
round_591,Alok Mittal
round_591,Mohit Agarwal
round_591,Anuj Gupta
round_592,Warburg Pincus
round_593,Sachin Tendulkar
round_593,P.V SIndhu
round_593,Pullela Gopichand
round_594,Raman Roy
round_594,Arvind Uppal
round_594,Sonu Bhasin
round_594,G Ravishankar
round_596,WRV Capital
round_596,Qualcomm Ventures
round_596,Edelweiss Private Equity
round_596,Artiman Ventures
round_597,IAN Fund
round_597,Beenext
round_597,Indian Angel Network
round_598,Anand Chandrasekaran
round_598,Apurva Chamaria
round_598,Ritesh Malik
round_598,Ashish Toshniwal
round_598,Ajeet Khurana
round_599,Accel Partners
round_600,China Lodging Group
round_601,Sequoia Capital India
round_601,SAIF Partners
round_601,Nexus Venture Partners and Blume Ventures
round_602,Chennai Angels
round_602,Keiretsu Forum & Others
round_603,Rohit Nanda
round_603,Rajit Nanda
round_603,Smarak Bhuyan
round_603,Sashwat Brahma
round_604,ECL Finance
round_605,Y Combinator
round_606,Rising Stars
round_606,Manish Amin
round_606,Pallav Pandey
round_606,Chavi Jafa
round_607,DSG Consumer Partners
round_607,Saama Capital
round_608,Shamik Sharma
round_608,Aprameya Radhakrishna
round_609,Susquehanna Growth Equity LLC
round_611,Incofin Investment Management.
round_612,AdvantEdge
round_613,Sandway Investment Ltd
round_613,Pearl Brook Holdings
round_613,Silo Holdings and Al Nour
round_614,LG Chandrasekhar
round_615,InnoVen Capital India
round_616,InnoVen Capital
round_617,AV Thomas Group
round_618,Vertex Ventures
round_618,Prime Venture Partners.
round_619,Zomato Media Pvt. Ltd
round_620,Beenext
round_621,Battery Road Digital Holdings LLC
round_622,Mehul Shah
round_623,Kae Capital
round_624,Rajan Anandan
round_624,Jamil Khatri
round_624,Ravi Iyer
round_624,Raghav Bahl
round_625,Aniruddha Malpani
round_625,Startup Oasis
round_626,IL&FS Investment Managers
round_626,Omidyar Network.
round_627,Capillary Technologies
round_627,Whiteboard Capital
round_627,YourNest Angel Fund
round_627,Rajul Garg
round_628,Blume Ventures
round_628,Goldbell Group
round_628,Anurag Srivastava
round_628,Shailesh Rao
round_628,Amiya Pathak
round_628,Rajesh Yohanan and Rahul Garg
round_629,Rivergate Capital
round_630,LetsVenture
round_631,Keiretsu Forum
round_632,Kae Capital
round_633,Triton Investment Advisors
round_634,Kashyap Deorah
round_634,Anand Sankeshwar
round_634,Deepak Jain
round_634,Sadashiva NT
round_634,Arjun Mehta
round_634,Satish Kaul
round_634,Anindya Ghose
round_635,Kunal Shah
round_635,LetsVenture
round_635,Anupam Mittal
round_635,Hetal Sonpal
round_636,Narottam Thudi
round_636,Shireesh Palle
round_637,Cismat Cargo Services Pvt. Ltd.
round_638,Rajasthan Angel Investor Network
round_639,DSG Consumer Partners
round_639,Eight Roads Ventures India
round_640,SIDBI
round_641,JSW Ventures
round_642,Anuj Puri
round_642,Redcliffe Capital
round_642,Artha India Ventures
round_642,Siddharth Kothari
round_642,Apoorv Ranjan Sharma
round_643,R. Jayakumar
round_643,Vaibhav Vohra
round_643,Aditya Vazirani
round_643,Rhea Vazirani
round_643,AVN Business Solutions
round_643,Dreamweaver Investments
round_644,Anicut Capital
round_646,Rahul Dev Kumar
round_646,Rajesh Mahajan
round_646,Ankit Sharma and others
round_647,Venugopal Dhoot
round_647,Ajay Bhatia
round_647,Tarun Khandelwal
round_647,Ganpat Singhvi
round_647,Mandhian family & Others
round_648,Factor[e] Ventures
round_649,Tom Varkey
round_650,Incubate Fund
round_650,Sanjay Shenoy
round_650,Mridul Upreti
round_651,Softbank
round_652,Nazara Games
round_653,Tekne Capital Management
round_654,Bennett
round_654,Coleman and Company Ltd (BCCL)
round_655,InCred Finance
round_655,Fullerton India Credit Company Ltd
round_656,InCred
round_656,Krishnakumar Natarajan
round_656,Ravi Bhardwaj
round_657,Green Visor Capital LP II
round_657,IA Venture Strategies Fund II LP
round_657,Boillot Family Trust
round_657,Russell M Byrne
round_657,The Oliver R. Grace
round_657,Jr. Millennium Trust
round_657,SF Capital Investments LP
round_658,Abhinav Gupta
round_659,IDG Ventures
round_660,Undisclosed HNI\\xe2\\x80\\x99s
round_661,iSquare Global
round_662,Social Alpha
round_662,Rajan Anandan
round_662,Rajeev Ahuja
round_662,Kshitij Arora
round_663,Blume Ventures. Lenovo Capital and Incubator Group (LCIG)
round_664,Riverwood Capital
round_664,Sequoia Capital India
round_664,Nexus Venture Partners
round_664,Tenaya Capital
round_665,Fireside Ventures
round_666,IIT Ropar
round_666,Imanpreet Singh Arora
round_666,Sidharth Rozario
round_666,Saurabh Abichandani
round_666,Shikhar Gupta
round_667,Haresh Chawla
round_668,JS Capital Management
round_668,Social Capital
round_668,Horizons Ventures
round_669,VAMM Ventures
round_669,Raksul
round_669,Dena
round_670,PBS Srinivas
round_670,Vinod Martin
round_671,Sistema Asia Fund
round_671,C31 Ventures
round_671,Qualgro.
round_672,Accel Partners
round_672,IDG Ventures
round_672,Kalaari Capital
round_672,\\xc2\\xa0 UC-RNT fund
round_673,"idal Health, growx ventures"
round_673,Capier Investments
round_673,Globevestor & others
round_674,Small Industries Development Bank of India (SIDBI)
round_675,Ward Ferry Management and Karst Peak Capital
round_676,Sequoia India
round_676,Sofina s.a.
round_676,Zodius Capital
round_676,Kris Gopalakrishnan
round_676,Lakshmi Narayanan
round_677,Reliance Corporate Advisory Services Ltd
round_678,Infuse Ventures
round_678,JLL
round_679,Asset Management (Asia) Ltd
round_679,Digital Garage Inc
round_680,Kalaari Capital
round_680,Nexus India Capital Advisors
round_681,International Finance Corporation
round_681,Rocketship
round_681,Accel Partners
round_681,Jungle Ventures
round_681,Shailesh Rao
round_681,Venture Highway
round_682,BCCL
round_683,Blume Ventures
round_683,Contrarian Capital India Partners
round_683,Emergent Ventures India
round_683,Pallav Nadhani
round_683,Ashish Gupta
round_683,Sharad Sharma
round_683,Sirion Labs
round_685,India Quotient
round_685,Shunwei Capital
round_686,Sreeram Iyer
round_686,Suvo Sarkar
round_686,Anita Gupta
round_686,Likemind Ventures
round_687,Mitsui & Co.
round_688,Dunamis Ventures Pte Ltd
round_689,Venture Catalysts
round_689,Sourav Ganguly
round_689,Ankit Aditya
round_689,Moksh Sports Ventures
round_690,Fireside Ventures
round_690,Apurva Salarpuria
round_690,Sidharth Pansari
round_690,Sprout Capital
round_691,SBI-FMO Fund
round_691,Bessemer Venture Partners
round_691,Catamaran Ventures
round_692,Corvus Ventures
round_692,MAPE Advisory Group
round_693,500 Startups
round_693,Purvi Capital
round_693,Rajan Anandan
round_693,Abhishek Gupta
round_694,Indian Angel Network
round_695,Brigade Innovations LLP
round_695,TV Mohandas Pai
round_695,Suhail Rahman
round_695,Bobby Reddy
round_695,M George Oommen
round_696,Blacksoil Capital Pvt. Ltd
round_697,Sequoia Capital
round_697,Grey Orange
round_697,Rajesh Ramaiah
round_697,Anshuman Das
round_697,Rishi Das
round_698,IDG Ventures India Advisors
round_698,Jungle Ventures
round_699,One97 Communication Ltd
round_700,Uber Technologies Inc
round_700,Amaya Capital LLP
round_701,Xelpmoc
round_702,Kae Capital
round_703,ain Capital Ventures
round_703,Renaud Laplanche
round_704,Francesco Cara
round_705,ABI-Showatech (India) Ltd
round_706,Kae Capital
round_706,M&S Partners
round_707,Subramani Somasundaram
round_707,Sundeep Sahni
round_707,Mayank Mittal & Others
round_708,Harmeet Bajaj
round_708,Pameela P
round_708,Fusiontech Ventures & Others
round_709,Sunil Kalra
round_709,Aditya Singh
round_709,Rishi Srivastava
round_709,Rajan Anandan
round_710,Blume Ventures
round_710,NB Ventures
round_710,Nspira
round_711,Stellaris Venture Partners
round_712,Tencent Holdings
round_713,Yuvraj Singh
round_714,Goldman Sachs
round_715,Indian Angel Network
round_715,Anand Mahindra
round_716,HBM Healthcare Investments
round_716,Maverick Capital Ventures
round_716,Sequoia India
round_716,Omidyar Network and Kae Capital
round_717,Amen Dhyllon
round_718,Info Edge (India) Ltd
round_719,RoundGlass Partners
round_720,Grace Grace Techno Ventures LLP
round_720,Rajul Garg & Other undisclosed investors
round_721,TVS Motor Company
round_722,Emerging India
round_723,lockchain ecosystem Global Advisors
round_723,Horseferry
round_724,Blume Ventures
round_724,Indian Angel Network
round_724,Kunal Shah
round_724,Sandeep Tandon
round_725,Arun Patodia
round_725,Bharat Kedia
round_726,500 Startups
round_726,IvyCap Ventures
round_727,Blume Ventures
round_728,Harsh Mahajan
round_728,Farhan Naqvi
round_728,Sreepathy Viswanathan
round_729,Sundaram Finance Holdings
round_730,SBI (Stand Up India Scheme)
round_731,WaterBridge Ventures
round_732,SQue Capital
round_733,Bodhtree Consulting Limited
round_734,Norwest Venture Partners
round_735,Norwest Venture Partners
round_736,Mohan Alexander
round_736,R. Natarajan
round_736,Vikrant Varshney
round_736,Amit Sinha
round_737,Pawan Borle
round_737,Nirmal Singh
round_737,Manish Prasad
round_737,Vineet Varma
round_737,Nick Haulkoury
round_737,Abhai S. Rao
round_738,Dr Ramesh Ayyala
round_738,Satya Muthyala
round_739,Cao Yibin
round_739,Huang Wei
round_739,Madhusudan E
round_740,Yes Bank
round_741,Unicorn India Ventures
round_741,Venky Krishnakumar
round_741,Suresh Shankar
round_741,Vivek Bhargava
round_742,Venture Catalysts
round_742,Alfa Capital
round_742,Green Shots Capital
round_742,Real Time Ventures
round_743,Artha India Ventures
round_743,Singularity Holdings
round_743,Rajan Anandan
round_743,Girish Mathrubootham
round_744,Transamerica
round_745,Nexus Venture Partners
round_745,Founders Fund
round_746,Nexus Venture Partners
round_746,Omidyar Network
round_747,Fairfax Holdings
round_748,Tekne Capital Management LLC
round_749,RB Investments
round_751,Sequoia India
round_751,NEA
round_751,Prime Venture Partners
round_752,Nexus Venture Partners
round_752,Mekin Maheshwari
round_753,Mohammed Khan
round_753,Sameer Narayan & Others
round_754,Alphard Maritime Group
round_755,Cross Border Angels & Experts
round_755,Rajasthan Angel Innovators Network
round_755,The Chennai Angels
round_756,YouWeCan Ventures
round_757,BLIP Initiatives
round_758,Eight Roads Ventures
round_759,Lightspeed India Partners
round_759,Endiya Partners
round_759,3one4 Capital Advisors LLP
round_759,Startupxseed Ventures LLP
round_760,91maker.com
round_761,Paytm
round_762,IIFL Seed Ventures
round_762,Kae Capital
round_762,FJ Labs
round_762,Singularity Ventures
round_762,GrowX
round_762,Tracxn Labs
round_762,Axis Capital
round_763,Manipal Education and Medical Group (MEMG)
round_763,SAR Group
round_763,The Grover Trust
round_764,iBhubs
round_765,UC-RNT Fund
round_765,"Matrix Partners, alcon Edge Capital"
round_765,DSG Consumer Partners
round_766,Sequoia Capital
round_767,General Catalyst
round_767,Founder Collective
round_768,Endiya Partners
round_768,Ventureast
round_769,Mekin Maheshwari
round_769,Bharat Vijay
round_769,Krish Seshadri
round_769,Amar Arsikere
round_770,Kae Capital
round_770,India Quotient
round_770,"IFMR, and MAS Financial Services Ltd"
round_772,Mohit Srivastav
round_772,Kishore Ganji
round_772,Venkat Vallabhaneni
round_772,Rajeev Menon
round_773,Naspers
round_774,Seedfund
round_774,RB International
round_775,Snow Leopard Ventures
round_775,Alto Partners
round_776,Gujarat Venture Finance Ltd
round_777,The Chennai Angels
round_777,Anthill Scale Ventures
round_777,Esvee Technologies Inc
round_777,Inc95 Consulting
round_778,Aparup Sengupta
round_778,Devendra Reddy
round_779,Kalaari Capital
round_779,Udayan Goyal
round_780,SAP.iO
round_780,Unilazer Ventures
round_781,Abhinav Bindra
round_781,Gaurav Marya
round_782,Zeta
round_784,Vy Capital
round_784,SAIF Partners
round_784,Accel Partner
round_784,Bessemer Venture Partners
round_785,Clairvest Group
round_786,International Finance Corporation
round_787,Hyderabad Angels
round_788,Accel Partners
round_788,Nandan Nilekani
round_789,Dutch government fund
round_791,Falcon Edge Capital
round_791,\\xc2\\xa0 Capital Advisers
round_793,Asuka Holdings
round_793,YouWeCan Ventures
round_793,Beenext
round_793,Beenos
round_793,M&S Partners
round_794,Nimit Panigrahi
round_795,Hinduja family
round_796,50K Ventures
round_797,Accel Partners
round_798,Rainmatter
round_799,Rainbow Digital Services Pvt. Ltd
round_799,ILearnFinance Academy Pvt. Ltd.
round_800,Indian Angels Network
round_800,LetsVenture
round_801,Deepak Nathani
round_802,Ajay Relan
round_802,LetsVenture
round_803,Vertex Ventures
round_803,C31 Ventures
round_804,Trifecta Capital Advisors LLP
round_804,Prathithi Investment Trust
round_804,RNT Capital
round_804,Gokul Rajaram
round_804,Aditya Agarwal
round_804,Ruchi Sanghvi & others
round_805,Satoshi Studios
round_806,Anand Chandrasekaran
round_807,Luxasia Group
round_808,GVFL
round_808,Unicorn India Ventures
round_809,Vellayan Subbiah
round_809,Jonathan Boutelle
round_809,Rajan Anandan
round_809,\\xc2\\xa0 Rahul Chawla
round_809,Salil Donde
round_809,Amit Ranjan
round_809,Govind Rajan & Others
round_810,Times Internet
round_810,GVFL
round_811,InnoVen Capital
round_812,1Crowd
round_813,Varsha Rao
round_813,Surojit Chatterjee
round_813,Nirav Choksi & Others
round_814,DG Ventures India
round_814,Dewan Housing Finance Corp
round_815,Chirag Nikunj Sheth & Others
round_816,Aakrit Vaish
round_816,Swapan Rajdev
round_816,Sushill Jiwarajka
round_817,Impanix Capital
round_818,GEMs
round_819,Infibeam
round_819,CCavenue
round_821,IdeaSpring Capital
round_822,Kstart Capital
round_823,SAP
round_824,Innovations East
round_825,Rocketship
round_827,Jungle Ventures
round_828,Ayesha Takia Azmi
round_828,Abu Farhan Azmi
round_829,Dr. Ritesh Malik
round_830,SoftBank Group
round_831,Dheeraj Pandey
round_831,Rajesh Yohannan
round_831,Akash Garg
round_832,Ankur Capital
round_832,Hyderabad Angels
round_833,Gokaldas Exports Ltd
round_834,Fosun International
round_835,JLL
round_835,1Crowd
round_836,Eagle10 Ventures
round_837,Lightspeed Venture Partners
round_837,Vy Capital
round_838,Ratan Tata
round_838,Nandan Nilekani
round_838,Uday Kotak
round_838,Vijay Shekhar Sharma
round_838,Kiran Mazumdar-Shaw
round_838,Rajiv C Mody
round_839,Trifecta Capital
round_841,Blue Orchard
round_842,Lahiri Music\\xe2\\x80\\x99s family office
round_844,PV Sahad
round_844,Sandeep Shroff
round_844,Rahul Gupta
round_846,Carpediem Capital
round_847,Matrix Partners
round_849,Soma Capital
round_849,Great Oaks Ventures
round_849,122 West Ventures
round_850,Nasper
round_850,Accel India
round_850,SAIF Partners
round_850,Bessemer Venture Partners
round_850,Harmony Partners
round_850,Norwest Venture Partners
round_851,Rohto Pharmaceutical
round_852,Lightspeed India Partners
round_852,Waterbridge Ventures
round_853,Mathew Cyriac
round_853,Florintree Advisors
round_854,Bertelsmann India
round_855,Matrix Partners India
round_856,Quadria Capital Advisors
round_857,Rohitash Gupta
round_858,Unicorn India Ventures & Others
round_859,Aspada Investments
round_860,Bessemer Venture Partners
round_861,Stellaris Venture Partners
round_861,Helion Venture Partners
round_861,Powerhouse Ventures
round_861,Gokul Rajaram
round_861,Girish Mathrubootham
round_861,Aneesh Reddy
round_861,Vispi Daver
round_862,Kalaari Capital
round_862,Norwest Venture Partners
round_863,Keyur Joshi
round_863,Pavan Bakeri
round_864,Koen Bouwers
round_864,Lomesh Agarwal
round_864,Jeroen Mensen
round_864,Pablo van den Bosch & Others
round_865,Deepak Kulkarni
round_865,Sandeep Pangal
round_866,Zephyr Peacock India
round_867,FreakOut Group
round_867,Blume Ventures
round_867,Herb Madan
round_867,WaterBridge Ventures
round_868,Mahindra Partners
round_868,Eight Roads Ventures
round_868,F-Prime Capital Partners
round_869,Accel Partners
round_869,Shunwei Capital
round_870,YouWeCan Ventures
round_871,Paytm
round_872,Ishwar Singh
round_872,Farhaan Shabbir
round_873,Bessemer Venture Partners
round_873,Orios Venture Partners
round_873,Trifecta Capital
round_874,Labruyere Eberl\\xc3\\xa9
round_875,Lightspeed India Partners
round_875,Blume Ventures
round_875,CyberAgent Ventures
round_875,GrowX Ventures
round_875,IMJ Investment Partners
round_876,Rajan Anandan
round_876,L.D Sharma
round_876,Saurabh Arora
round_877,Mahindra and Mahindra Financial Services
round_878,Accel Partners
round_878,Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust
round_878,Mistletoe
round_878,Qualcomm Ventures
round_878,M&S Partners
round_879,Philippe Bouchet
round_880,Sushil Kumar
round_880,Sandeep Singh
round_881,Ivycap Ventures Advisors
round_881,Singularity Ventures and Ravi Dhariwal
round_882,Mayfield
round_882,Nishant Rao
round_882,Dileep Nath
round_883,DHI Group Inc
round_883,Prime Venture Partners
round_883,Beenext
round_883,Beenos
round_883,Digital Garage
round_883,BizReach
round_884,Blume Ventures
round_884,Contrarian Capital
round_884,91springboard
round_884,Emergent Ventures
round_884,Abstract Ventures
round_884,Anthill Ventures
round_884,Axilor Ventures
round_885,MAPE Advisory Group
round_885,R Ramaraj
round_885,Corvus Ventures
round_886,Z Nation Lab
round_887,Redcliffe Capital
round_888,Urrshila Kerkar
round_889,SIMI Pacific Pte
round_890,mall Industries Development Bank of India (SIDBI)
round_891,Tolaram Inc
round_891,Mountain Pine Capital
round_892,Benori Ventures LLP
round_893,Jacqueline Fernandez
round_894,Nibhrant Shah
round_894,Anandbir Singh
round_894,Anirudh Sheth
round_894,Pratik Singhi
round_894,Vikram Mehta
round_894,Murali Nair
round_895,Gaurav Kachru
round_895,Sundeep Singh Sahni
round_895,Jatin Aneja
round_895,Arun Malhotra
round_896,Village Capital
round_897,Anicut Capital
round_898,IndiaNivesh Venture Capital Fund
round_899,Ideaspring Capital
round_900,Exfinity Venture Partners
round_902,SIDBI Venture Capital Ltd
round_902,Kalaari Capital
round_903,Ankit Nagori
round_904,Ravi Garikipati
round_904,Surot Chatterjee
round_904,Ashish Agrawal
round_904,LG Chandrasekhar
round_904,Sashi Reddi
round_905,Ligthbox Ventures II
round_905,Lightbox Expansion Fund
round_905,Sequoia Capital India
round_905,RuNet South Asia
round_905,RB Investments
round_906,SoftBank Vision Fund
round_906,Lightspeed Venture Partners
round_906,Sequoia Capital India Advisors
round_906,Greenoaks Capital Partners
round_907,WGG International
round_908,pi Ventures
round_908,Axilor Ventures
round_908,500 Startups
round_908,Binny Bansal
round_909,Arun Tadanki
round_909,Aditya Verma
round_910,Trifecta Capital
round_911,Sequoia India
round_912,Times Internet
round_912,Matrix Partners
round_913,DAH Beteiligungs GmbH
round_914,S. Xavier Britto
round_915,Trifecta Capital
round_916,Orios Ventures Partners
round_916,Team Builder Ventures
round_916,Omidyar Networks
round_917,Agnus Capital
round_917,Khattar Holdings
round_918,GardX International
round_919,Cross Border Angels & Experts
round_920,BlackSoil Capital Pvt. Ltd
round_921,Accel Partners
round_922,Poshika Financial Ecosystem
round_923,NB Ventures
round_924,SoftBank Group Corp
round_925,Sequoia Capital India
round_926,Calcutta Angels Network (CAN)
round_926,Augment Ventures
round_927,Vishwadeep Bajaj
round_927,Harsh Kundra
round_927,Nandkumar Rane
round_927,LN Buddharaju
round_927,Anupam Tyagi
round_928,Ventureast
round_928,Endiya Partners
round_928,Eight Roads Ventures
round_928,F-Prime Capital Partners
round_929,Ideaspring Capital
round_930,Lightspeed Venture Partners
round_931,Langoor
round_932,Quona Capital
round_933,Chandigarh Angels Network
round_933,Social Alpha and other unnamed angel investors
round_934,Bhupen Shah
round_934,Jayesh Parekh
round_934,Sanjay Sathe
round_935,Sandeep Aggarwal
round_935,Gautam Chhaochharia
round_935,R Balachandar
round_936,Bennett
round_936,Coleman and Company Ltd
round_937,Undisclosed angel investors
round_938,Alibaba
round_939,CDC Group Plc
round_940,Atul Nishar
round_941,Aneesh Seth
round_941,Tushar Mittal
round_942,SIDBI Venture Capital Fund
round_943,Accel Partners
round_944,Star India Pvt Ltd
round_945,IDFC Parampara Early Stage Opportunities Fund
round_946,National Science and Technology Entrepreneurship Development Board
round_947,IDG Ventures India
round_947,Michael & Susan Dell Foundation
round_947,Draper Associates
round_947,Unitus Seed Fund
round_948,Private Sector Banks (Debt Funding)
round_949,IDG ventures
round_949,Axilor Ventures
round_949,Emergent Ventures
round_949,Indian Angel Network
round_950,Y Combinator
round_951,Kae Capital
round_951,SEGNEL Ventures
round_952,Deepak Gurnani
round_953,Times Internet Ltd
round_954,Indian Angel Network
round_955,Singapore Angel Network
round_956,Ideaspring Capital
round_957,Asuka
round_957,Pravega Ventures
round_957,BEENEXT
round_958,Cyber Carrier
round_959,Florintree
round_959,Mathew Cyriac
round_959,Chidambaram Palaniappan
round_959,Bharat Sheth
round_961,IDG Ventures
round_961,Blume Ventures
round_961,Saha Fund
round_962,Puneet Gupta
round_962,Nimitt Desai & Others
round_963,GREE Ventures
round_963,Kalaari Capital and IDG Ventures India
round_963,Summit Media
round_963,"Atul Goel, and Gurpreet Singh"
round_964,Sujeet Kumar
round_964,Bhupender Singh
round_964,Yashish Dhaiya
round_965,Indian Angel Network
round_966,"Microsoft, eBay"
round_966,Tencent Holdings
round_967,Kalaari Capital
round_967,Rakesh and Rajesh Jhunjhunwala
round_968,L\\xe2\\x80\\x99Occitane
round_969,Shripad Nadkarni
round_969,Nandu Nandkishore
round_970,Ravi Saxena
round_970,Sandeep Raju
round_971,Sequoia Capital
round_971,Kinzon Capital
round_972,FTV Capital
round_972,Zodius Capital
round_973,Ojas Ventures
round_974,Mahavir Sharma
round_974,Vishal Jain
round_974,Rohit Sethi
round_974,Gaurav Luniya
round_975,Carlyle Group
round_975,Tiger Global
round_976,Vikas Bajaj
round_976,Amit Kharbanda
round_977,Venture Catalysts
round_978,3one4 capital
round_979,Brand Capital
round_981,Ankit Gupta
round_981,Puneet Motihar
round_982,KStart Capital
round_983,Verlinvest
round_984,Mayfield India
round_984,3one4 Capital
round_984,Sistema Asia Fund
round_984,Neoplux Technology Fund
round_985,Vinod Martin
round_985,Hemant Kaul
round_985,Prof. Ram Kumar Kakani & Others
round_986,JSW Ventures
round_986,VenturEast
round_987,Meher Roy
round_987,Nikhil Arora
round_987,Meet Kanodia
round_987,Krit Sankalp
round_987,Nitish Singh
round_987,Risabh Gupta
round_988,Om Chaudhry
round_989,Malini Patel
round_989,Stelcore Management Services
round_989,Anjani Prasad
round_990,Samridhi Fund
round_991,Trifecta Capital
round_992,Intex Technologies
round_993,Satveer Thakral
round_993,LetsVenture
round_993,Mumbai Angels
round_994,B Capital Group
round_994,Ignition Partners
round_994,"Greycroft, e.ventures"
round_994,\\xc2\\xa0 Eight Roads Ventures
round_996,Satya D Sinha
round_996,Gyanendra Singh
round_997,IFMR Capital Finance
round_998,Jaarvis Accelerator
round_999,Batlivala & Karani Securities
round_999,Venture Works
round_1000,RB Investments
round_1000,SAIF Partners
round_1000,Bessemer Venture Partners
round_1001,Earlsfield Capital
round_1002,pi Ventures
round_1002,Blume Ventures
round_1003,Temasek Holdings
round_1004,Japan Vyas
round_1004,Tarun Adlakha
round_1005,Facebook FB Start programme
round_1006,RB Investments
round_1006,Sequoia Capital
round_1007,Ganesh Natarajan
round_1008,Sistema Asia Fund
round_1008,Amereus Group
round_1008,Helion Ventures
round_1009,Al Dhaheri family
round_1010,ThinQbate
round_1011,Accel Partners
round_1011,IDG Ventures
round_1011,"Endiya Partners, pi Ventures"
round_1011,VH Capital
round_1011,Axilor Partners
round_1012,Vertex Ventures
round_1012,Lumis Partners
round_1013,Anil Jain & other HNIs
round_1014,Kleiner Perkins
round_1014,Goldman Sachs
round_1014,Pine Brook
round_1015,Mohit Joshi & Others
round_1016,Pravega Ventures
round_1017,Mahalingam K
round_1017,Girish Mathrubootham
round_1018,Infibeam
round_1019,Vikram Sud
round_1020,Vijay Shekhar Sharma
round_1020,Rajan Anandan
round_1020,Kunal Shah
round_1020,Girish Mathrubootham
round_1020,Punit Soni
round_1020,Anand Chandrasekaran
round_1020,Sunil Kalra
round_1020,Utsav Somani
round_1020,Vishal Gondal
round_1020,Vikram Limaye
round_1021,PayU
round_1021,Ribbit Capital
round_1021,Omidyar Network
round_1022,Quake Capital
round_1023,Shunwei Capital
round_1024,Kalaari Capital Partners
round_1024,Qualcomm
round_1024,3ONE4 Capital Advisors
round_1024,UC-RNT
round_1025,SRI Capital
round_1026,Aprameya Radhakrishna
round_1026,Deepak Natraj
round_1026,Girish Mathrubootham
round_1026,Mahesh Murthy
round_1026,Pallav Nadhani
round_1026,Pavan Ongole
round_1026,Sandeep Mathur
round_1026,Vijay Shekhar Sharma & Others
round_1027,Kalaari Capital
round_1027,SAIF Partners
round_1027,Steadview Capital
round_1027,Sequoia Capital
round_1028,Konglo Ventures
round_1028,White Unicorn Ventures
round_1028,LetsVenture
round_1029,BookMyShow
round_1030,Facebook FBStart
round_1031,Facebook FBStart
round_1032,Bennett
round_1032,Coleman and Co. Ltd (BCCL)
round_1033,Softbank Ventures Korea
round_1033,IMM Investment
round_1034,Facebook FBStart
round_1035,Indian Angel Network (IAN)
round_1035,BEENEXT
round_1035,The Chennai Angels
round_1035,Sunil Munjal
round_1036,Kunal Shah
round_1036,Sandeep Tandon
round_1036,Nitin Saluja
round_1036,Gagan Goyal
round_1037,Pankaj Rungta
round_1037,Yogesh Agarwal
round_1038,Ishan Manaktala
round_1039,Chandigarh Angels
round_1039,Ashish Gupta
round_1039,Rohit
round_1039,Ashish Chand
round_1039,Sunil Singh & Others
round_1041,Brand Capital
round_1041,Paragon Trust
round_1042,Sands Capital
round_1042,IFC
round_1042,Accel Partners
round_1042,Flipkart
round_1042,Sanjiv Rangrass
round_1043,TV Mohandas Pai
round_1043,V Balakrishnan
round_1043,PV Srinivasan
round_1044,K2 Capital
round_1045,Anand Chandrasekaran
round_1045,Rajiv Mehta
round_1045,Ramakant Sharma
round_1046,Vishal Malik
round_1047,Kae Capital
round_1048,DanGold Investment Corp
round_1049,Marico Innovation Foundation (MIF)
round_1049,Villgro
round_1050,India Nivesh Growth Fund
round_1050,Sixth Sense
round_1050,TCI Ventures
round_1051,Jasper Infotech Pvt Ltd
round_1052,Alibaba Pictures
round_1053,BlackSoil Capital Pvt Ltd
round_1054,Mayfield India
round_1054,Trifecta Capital
round_1055,Vedanta Capital
round_1055,William Campbell
round_1055,Toos N Daruvala
round_1056,Aavya Ventures
round_1057,Vinod Martin
round_1057,Evan Lim
round_1057,Kanchan Ghoshal
round_1057,Ram Kumar Kakani
round_1058,Ronnie Screwvala
round_1059,Zishaan Hayath
round_1059,Karan Chellani
round_1059,Mohit Satyan
round_1060,IDG Ventures
round_1060,Endiya Partners
round_1061,Lohia Group
round_1061,Andre Hoffman
