roundId,investor
round_1062,Deutsche Telekom Strategic Investments & Others
round_1063,Vividhity Ventures
round_1064,Blume Ventures
round_1064,Girish Mathrubootham
round_1064,Aprameya Radhakrishna
round_1065,Nexus Venture Partners
round_1065,Blume Ventures
round_1066,Axilor Ventures
round_1066,Parampara Early Stage Opportunities Fund & Others
round_1067,Harsh V. Pant
round_1067,Ratheesh Raveendran
round_1068,Nexus Venture Partners
round_1068,Innoven Capital
round_1069,Quarizon
round_1071,Menterra Social Impact Fund
round_1071,Unitus Seed Fund
round_1072,Flipkart
round_1073,Tencent
round_1073,\\xc2\\xa0 ru-Net
round_1073,RSI Fund
round_1073,Thrive Capital
round_1074,India Quotient and others
round_1076,Ajith Nair
round_1076,Anish K
round_1077,Amajit Gupta
round_1077,Praveen Dubey
round_1077,J.P. Bhatt
round_1078,Rajasthan Venture Capital Fund
round_1079,Mumbai Angels Network
round_1079,Fireside Ventures
round_1079,Singapore Angel Network
round_1081,SB Ventures
round_1082,Singularity Ventures
round_1083,Indian Angel Network
round_1083,Native Angels Network
round_1084,SD Group
round_1085,Deepak Nathani
round_1086,Bessemer Venture Partners
round_1086,Stellaris Venture Partners
round_1086,Jungle Venture Partners
round_1086,Axis Capital
round_1087,IvyCamp Ventures
round_1088,Umang Moondra
round_1090,Singapore based investor
round_1091,YourNest Fund II
round_1092,CapitalG
round_1092,Sequoia India
round_1093,India Educational Investment Fund
round_1094,India Educational Investment Fund
round_1095,Indochine International
round_1096,Iron Pillar and IIFL
round_1096,Blume Ventures
round_1096,Omidyar Network
round_1097,GMO Japan
round_1097,Neelesh Bhatnagar
round_1098,East Ventures & Others
round_1099,Sharad Sharma
round_1099,Rajan Anandan
round_1099,\\xc2\\xa0 Amit Ranjan
round_1099,Alok Mittal & others
round_1100,IvyCap Ventures
round_1101,Senovo
round_1101,Unternehmertum Venture Capital
round_1101,Alexander Bruehl
round_1102,ABM Knowledgeware
round_1103,Bennett
round_1103,Coleman and Company Ltd
round_1104,Dream Incubator
round_1105,Brand Capital
round_1106,V Aanand R
round_1107,Rajesh Yohannan
round_1107,Puthen & Cole
round_1108,Sanjay Mehta & Others ( The Ten Minute Million)
round_1109,The Ten Minute Million
round_1110,The Ten Minute Million
round_1111,The Ten Minute Million
round_1112,Chandigarh Angels Network (CAN)
round_1114,Mumbai Angels
round_1115,SQue Capital
round_1115,Grace Capital Ventures
round_1115,Soham Vencaps
round_1116,DSG Consumer Partners
round_1116,American Express Ventures
round_1116,Cyber Carrier VC
round_1116,AdvantEdge Partners
round_1117,Songhyun Investment
round_1119,GEMs Advisory
round_1119,Quarizon
round_1120,Franchise India
round_1121,IvyCamp Ventures
round_1122,Lakshmi Vilas Bank & undisclosed HNIs
round_1123,Grace Capital Ventures
round_1124,Info Edge (India)
round_1125,Ajith Sukumaran
round_1125,Currae Healthtech Fund
round_1126,Eros Labs
round_1127,The Chennai Angels
round_1127,LetsVenture
round_1128,Investors from Mumbai Angels & LetsVenture
round_1129,Mohan Kumar
round_1129,V. Balakrishnan
round_1130,Edelweiss Private Equity
round_1131,Venk Krishnan
round_1131,MJ Aravind
round_1131,Vikram Kotak
round_1131,Jayant Davar
round_1131,\\xc2\\xa0 Ramkumar Nishtal
round_1131,Arjun Sharmaa
round_1132,Calcutta Angel Network
round_1132,Appliyifi
round_1133,PayU
round_1134,Venture Catalysts
round_1135,Kalaari Capital
round_1136,Max Ventures and Industries
round_1137,Mumbai Angels
round_1138,Unicorn India Ventures
round_1139,Verlinvest SA
round_1141,RoundGlass Partners
round_1142,"Axilor, undisclosed investors"
round_1143,Siddhartha Gupta
round_1143,Ashvin Chadha
round_1144,Omidyar Network
round_1145,India Quotient
round_1145,Rajul Garg
round_1145,Rajesh Yabaji
round_1145,Chanakya Hridaya
round_1145,Ramasubramaniam B
round_1145,Vishwanathan
round_1145,Nobel House
round_1145,Sunstone Capital
round_1146,Zodius Technology Opportunities Fund
round_1146,Matrix Partners
round_1147,FiNC
round_1147,GHV
round_1148,Lead Angels Network
round_1148,Anbu Pandian
round_1148,Prabhakar MR & Others
round_1149,Mumbai Angels
round_1150,Anand Chandrasekaran
round_1151,V. Krishna Prasad
round_1151,Bhupen Shah & Others
round_1152,Swastika Investmart Ltd
round_1153,Digital Financial Service Lab
round_1154,WRV Capital and IndusAge Partners
round_1154,Infosys Innovation Fund
round_1155,Emerald Media
round_1155,Premji Invest
round_1156,Sequoia Capital India
round_1156,North Base Media
round_1156,Aarin Capital
round_1156,3one4 Capital
round_1156,Axilor Ventures
round_1156,Kunal Shah
round_1156,Sandeep Tandon
round_1157,Epsilon Venture Partners
round_1158,GEMS Advisory
round_1158,Quarizon
round_1159,Axilor Ventures
round_1160,KTB Network
round_1160,SAIF Partners
round_1160,BEENEXT
round_1160,Digital Garage
round_1162,Ajith Nair
round_1163,Cyber Carrier CL
round_1164,International Financial Corporation
round_1165,Dr. Apoorv Ranjan Sharma
round_1165,Anil Jain
round_1165,Anuj Golecha
round_1165,Krishna Jhunjhunwala
round_1165,Anirudh Damani
round_1166,Indian Angel Network
round_1166,Let\\xe2\\x80\\x99s Venture
round_1167,Fireside Ventures & Others
round_1168,The Chennai Angels
round_1169,HCS Venture capital fund
round_1170,Taxmann
round_1171,Kaushal Agarwal
round_1171,Harminder Sahani
round_1171,KK Mehra
round_1171,Pranay Jivrajka
round_1171,Navjot Saini
round_1172,Ivy League Alumni Angel Network
round_1173,Incubate Fund
round_1173,Lead Angels Group & Others
round_1174,Pradyumna Dalmia
round_1174,S. Somasegar & Others
round_1175,Quarizon
round_1176,Ajay Relan
round_1177,The Chennai Angels
round_1177,Ritesh Mehta
round_1177,Aruna Ganesh Ram
round_1178,Sachin Bansal
round_1178,Binny Bansal
round_1180,Eight Roads Ventures
round_1181,Nandan Nilekani
round_1182,Lead Angels
round_1182,Mumbai Angels
round_1182,LetsVenture
round_1182,Girish Mathrubootham
round_1182,Anbu Pandian
round_1183,NB Ventures
round_1184,WaterBridge Ventures
round_1185,CoCreate Ventures
round_1186,RB Investments
round_1186,\\xc2\\xa0 Kaleden Holdings
round_1187,Kedar Lele
round_1187,GHV Accelerator
round_1188,Sequoia Capital India
round_1188,Accel Partners
round_1190,Calcutta Angels Network
round_1190,LetsVenture
round_1190,Anupam Mittal
round_1190,Currae Healthtech Fund
round_1191,Raman Roy
round_1191,Ashish Gupta
round_1191,Yogesh Andlay
round_1191,Vaibhav Jain
round_1192,Sequoia India
round_1193,3one4 Capital
round_1193,Mumbai Angels
round_1193,Aarin Capital
round_1194,Unilazer Ventures
round_1195,Gati Ltd
round_1196,Aavishkaar Venture Management
round_1197,Ameera Shah
round_1197,Vivek Bhargava
round_1199,Chandigarh Angels Network
round_1200,A M Sikander
round_1201,IDG Ventures
round_1201,Accel Partners
round_1202,Warburg Pincus
round_1203,Justin Kan
round_1203,Qasar Younis
round_1203,Paul Bucche
round_1203,Susa Ventures
round_1203,Kima Ventures
round_1203,Axan Venture
round_1203,SCM Holdings
round_1204,India Quotient
round_1205,ADAG Reliance Private Equity
round_1206,"YourNest Angel Fund, iSON"
round_1207,Gleevoaz Ventures
round_1208,Arun Seth
round_1208,T.V. Mohandas Pai
round_1208,Anand Chandrasekaran
round_1208,Deepak Ghaisas
round_1209,RoundGlass Partners
round_1210,Kalaari Capital
round_1210,IDG Ventures India
round_1211,Kalaari Capital
round_1211,Norwest Venture Partners
round_1212,Vijay Shekhar Sharma
round_1213,Sequoia India
round_1213,BEENEXT
round_1213,Helion Ventures
round_1214,SAIF Partners
round_1214,IDG Ventures India
round_1215,RTP-HC
round_1215,Wonder Ventures
round_1215,Techstars Ventures & Others
round_1216,Pramod Bhasin
round_1217,Times of India Group & Existing investors
round_1218,Indian Angel Network
round_1219,R.S Sharma
round_1220,Quarizon
round_1221,Omnivore Capital
round_1222,Hitesh Windlass
round_1223,Asuka Holdings
round_1224,Devdeep Singh
round_1225,Kae Capital
round_1225,Khosla Impact
round_1226,Softbank Group
round_1227,Vivek Bhargava
round_1227,Ameera Shah
round_1228,YMS Mobitech
round_1229,Sequoia India
round_1230,Sanjai Vohra
round_1230,V. Bunty Bohra
round_1231,Undisclosed multiple investors
round_1232,Delta Partners
round_1232,Sequoia India
round_1232,\\xc2\\xa0 Mayfield
round_1232,Blacksoil
round_1232,Trifecta Capital
round_1233,IDG Ventures
round_1233,Axilor Ventures
round_1234,Lightspeed Venture Partners India
round_1234,Lightspeed US
round_1235,Dr. Pooja Gandhi
round_1236,Venture Highway
round_1237,Lightspeed India Partners
round_1237,SAIF Partners
round_1237,India Quotient
round_1237,Venture Highway
round_1238,Franchise India
round_1239,Blume Ventures
round_1239,BEENEXT
round_1239,Barkawi Holdings GmbH
round_1239,TM Service Technology Holdings Gmbh
round_1239,Sreevathsa Prabhakar
round_1240,Girish Mathrubootham
round_1240,VC Karthic
round_1240,Miten Mehta
round_1240,Umasankar Nistala
round_1240,Rakesh Patel
round_1240,Akash Bhavsar
round_1240,Jeevanandhan Rajagopal
round_1240,Vikas Chadha & Others
round_1241,Reliance Entertainment
round_1242,Xelpmoc
round_1243,Paytm
round_1243,Aprameya Radhakrishna
round_1243,Subramanya Venkat
round_1243,Venk Krishnan
round_1245,Manish Maheshwari
round_1245,Contrarian Vriddhi Fund
round_1246,Mohit Sharma
round_1247,Prime Venture Partners
round_1247,Kalaari Capital
round_1248,Silver Range Investments
round_1248,Lumina Datamatics
round_1248,Shun Yoshida & Others
round_1249,Anand Sankeshwar
round_1249,Yang Shu
round_1250,Shekhar Sahu
round_1250,Nitesh Pant
round_1251,Dileep Bhatt
round_1251,Milind Chaudhary
round_1252,Exfinity Venture Partners
round_1253,Quarizon
round_1254,Krishna Rokhale
round_1255,Menterra Social Impact Fund
round_1256,SAIF Partners
round_1257,Blume Ventures & Others
round_1258,TVS Group
round_1259,Mahindra Univeg
round_1260,Recruit Holdings
round_1261,American Express Ventures
round_1261,Sequoia Capital
round_1262,IDG Ventures
round_1262,Indian Angel Network (IAN)
round_1262,YourNest Angel Fund
round_1263,Viraj Tyagi & Others
round_1264,Mahindra Holidays & Resorts India Ltd
round_1265,BeeNext
round_1265,TV Mohandas Pai
round_1265,Kunal Shah
round_1265,Sandeep Tandon
round_1266,Ratan Tata
round_1267,Naveen Arya
round_1267,Tarun Joshi
round_1268,Accel Partners
round_1268,Jungle Ventures
round_1268,SeedPlus
round_1269,Xchange Investors NV
round_1269,TransGlobal FZC
round_1270,3One4 Capital
round_1271,Vijay Shekhar Sharma
round_1271,Pravin Gandhi
round_1271,\\xc2\\xa0 Smart Start Fund
round_1271,Kunal Shah
round_1271,\\xc2\\xa0 Sandeep Tandon
round_1271,Vishal Gondal
round_1271,& Others
round_1272,Mistletoe
round_1272,M&S Partners
round_1273,Zodius Capital
round_1273,Kalaari Capital
round_1273,Qualcomm Ventures
round_1273,Russian venture capital fund Ru-Net
round_1273,Mumbai Angels
round_1275,White Unicorn Ventures
round_1275,Kae Capital
round_1275,Mumbai Angels
round_1276,Indian Angel Network
round_1276,Healthsquad
round_1276,Axilor Ventures
round_1277,Kiran Mazumdar-Shaw
round_1277,Unitus Seed Fund
round_1278,Ventureast Fund Advisors
round_1279,Hyderabad Angels
round_1280,Sumpoorna Group
round_1281,Helion Venture Partners
round_1281,BeeNext
round_1282,HAX Accelerator
round_1283,HDFC
round_1283,Faering Capital
round_1283,Elevate Sports
round_1284,Sanjay Nayar
round_1284,Vikram Sud
round_1284,Anil Jaggia
round_1284,Narayan Seshadri
round_1285,Radhakrishnan Natarajan & Others
round_1287,Emerald Media
round_1288,Nitin Passi
round_1288,Manickam Mahalingam
round_1288,Udaan Angels
round_1288,Rajesh Arora
round_1288,Arkas Industries
round_1289,GrowX Ventures
round_1289,Sunil Kalra
round_1289,Arun Venkatachalam
round_1289,\\xc2\\xa0 Badal Malick
round_1290,India Quotient
round_1290,FAO Ventures
round_1290,Indian Angel Network
round_1290,Tushar Singh
round_1290,Ranjan Sharma
round_1291,Indian Angel Network
round_1292,Rajan Anandan
round_1293,Virendra Patel
round_1295,Nexus Venture Partners
round_1296,Gray Matters Capital
round_1297,Quarizon Consultancy Services LLP
round_1298,Karan Bhagat
round_1299,Punit Soni
round_1300,ByteDance
round_1300,Arun Sarin
round_1300,Matrix Partners
round_1300,Sequoia Capital India
round_1300,Omidyar Network
round_1300,\\xc2\\xa0 Falcon Edge
round_1301,DSG Consumer Partners
round_1302,Mayank Shah
round_1302,Shreyans Shah
round_1303,Vishnu Bhat
round_1303,Rajiv Lunkad
round_1303,Naresh Ravindranath
round_1304,Boman Irani
round_1304,Dhruv Chitgopekar
round_1304,Prantik Dasgupta
round_1305,Hemant Sahni
round_1306,Bravia Capital
round_1307,Newbie Promoters
round_1308,RoundGlass Partners
round_1309,Ganesh Natarajan
round_1310,General Catalyst Partners
round_1311,Hyderabad Angels
round_1311,TLabs
round_1312,Lightbox Ventures
round_1312,Axis Capital & Others
round_1313,Saama Capital
round_1313,Raghunandan G
round_1313,Aprameya Radhakrishna
round_1314,Next Orbit Ventures Fund
round_1315,Ranjan Pai
round_1316,Mobikon
round_1317,Helion Ventures
round_1317,Blume ventures
round_1318,Janak Jain
round_1319,KAE capital
round_1320,BEENEXT
round_1321,IIFL Seed Ventures Fund
round_1321,Mayfield Ventures
round_1322,Sequoia Capital
round_1323,India Quotient
round_1324,Swastika Company Ltd
round_1325,Nimit Panigrahi
round_1326,Lalit Vase
round_1328,Astarc Ventures
round_1328,Anand Chandrasekaran
round_1329,hooting Starts Sports LLP
round_1329,Franchise India Brands
round_1330,1Crowd
round_1330,Eureka Forbes Ltd
round_1330,Shapoorji Pallonji & Co. Ltd.
round_1331,Omnivore Partners
round_1332,Hero MotoCorp
round_1333,Ajay Nanavati
round_1333,Afsal Salu
round_1334,Kalaari Capital
round_1335,Kalaari Capital
round_1336,Kalaari Capital
round_1337,Aarin Capital
round_1337,Michael Herzig
round_1337,Ashish Lakhanpal
round_1338,Karanpal Singh & Others
round_1339,Sequoia India
round_1339,"Exfinity Ventures, growX ventures"
round_1340,Accel Partners
round_1341,Pradeep Dhobale
round_1342,Amit Choudhary
round_1343,Grasshoppers
round_1344,Anita Dongre
round_1344,Yash Dongre
round_1344,Milind Sarwate
round_1345,William Bissel
round_1346,Infina Finance Pvt. Ltd
round_1346,Uday Kotak
round_1348,PremjiInvest
round_1349,Info Edge (India) Ltd
round_1350,Venturra Capital
round_1350,Sequoia India
round_1350,Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners
round_1350,Beenext
round_1350,Beenos
round_1350,Digital Garage
round_1351,Eros Labs
round_1352,InnoVen Capital India
round_1353,Earlsfield Capital
round_1353,Sailender Solanki
round_1353,Rajiv Solanki
round_1354,CareerNet Consulting Pvt. Ltd
round_1354,Ideation Initiative Pvt. Ltd
round_1355,Idein Ventures
round_1356,Chan Zuckerberg Initiative
round_1356,Times Internet Ltd
round_1356,Sequoia Capital
round_1356,Sofina
round_1356,Lightspeed Ventures
round_1357,Anand Chandrasekaran
round_1358,Ravi Linganuri
round_1359,Dr. Rameshwar Kumar
round_1360,havya Sharma
round_1360,Amit Nagar
round_1361,Harinder Takhar
round_1361,Zain Raj
round_1361,Dr. Prasad Kaipa
round_1361,Abaran Deep
round_1361,Aseem Sood
round_1361,Mustafa Patni
round_1362,Augment Ventures
round_1362,Rahul Kayan
round_1362,Nikhil Golcha
round_1362,Shubham Gupta
round_1362,Roy Kwan
round_1363,Fork Media
round_1364,Sunil Munjal
round_1364,Mariwala family
round_1365,Pradeep Mirani
round_1365,Aqeel Ahmed
round_1365,Anand Ladsariya
round_1365,Nitin Agarwal
round_1366,Raj Singh Bhandal
round_1367,Ratan Tata
round_1368,Indian Angels Network
round_1369,BlackSoil Capital Pvt. Ltd.
round_1370,Calcutta Angels Network
round_1371,Balasubramanian Krishnamurthy
round_1371,Sidhartha Hazarika & Others
round_1372,Scadea Solutions Inc
round_1373,Dheeraj Jain
round_1373,Palash Jain
round_1373,Anupam Mittal
round_1373,Ameera Shah
round_1373,\\xc2\\xa0 Vivek Bhargava
round_1373,Rahul Singh
round_1373,Ambarish Gupta
round_1374,Lightbox Ventures and others
round_1375,Nexus Venture Partners
round_1376,Ganesh Narasimhan
round_1376,Ramana Thumu
round_1376,Sudhir Mallem
round_1377,RoundGlass Partners
round_1378,Accel Partners
round_1379,Gray Matters Capital
round_1380,Bessemer Venture Partners
round_1381,CIO Angel Network
round_1382,LetsVenture
round_1383,Sumit Jain
round_1385,KellyGamma
round_1385,Lead Angels & Others
round_1386,Goldman Sachs Group
round_1386,Zodius Technology Fund
round_1386,Norwest Venture Partners
round_1386,Bertelsmann India
round_1387,Lothal Angel Ventures
round_1388,Anglian Omega Network
round_1389,Carpediem Capital
round_1390,Accel Partners
round_1390,Beenext
round_1390,Powerhouse Ventures
round_1390,Akusa Holdings
round_1391,Rebright Partners
round_1393,Currae Healthtech Fund
round_1393,Unicorn India Ventures
round_1394,Vertex Ventures
round_1394,Cisco Ventures
round_1394,IDG Ventures
round_1395,Rohit MA
round_1396,Idea Wave Labs
round_1397,Prashant Tandon
round_1397,Gaurav Agarwal
round_1397,Gaurav Bhogle
round_1397,Shrishti Sahu
round_1397,Shantanu Mathur
round_1397,Prabhat Aggarwal
round_1398,Scale Ventures Funds
round_1399,Procam International Pvt. Ltd
round_1400,Flipkart Logistics Pvt. Ltd
round_1401,Pratik Seal
round_1402,Venture Catalysts
round_1403,Swastika Co Ltd.
round_1404,Endiya Partners
round_1405,Sequoia India
round_1405,EDBI
round_1405,Blue Cloud Ventures
round_1405,Hercules Capital
round_1406,Now Capital
round_1407,Kanwaljit Singh
round_1407,Ajay Lakhotia
round_1407,Pavan Ongole
round_1407,Ashish Gupta
round_1408,Blume Ventures
round_1408,"Mumbai Angels, ah! Ventures"
round_1408,Digital Currency Group
round_1408,Boost VC
round_1408,Bank to the Future and Funders Club
round_1409,Deepak Nathani
round_1410,Bhavin Turakhia
round_1411,Rajasthan Angel Innovators Network
round_1412,Sequoia Capital India
round_1412,Omidyar Network
round_1412,Kae Capital
round_1413,Mudit Saxena
round_1413,Evan Lim
round_1414,Undisclosed HNIs
round_1415,InnoVen Capital
round_1416,Syska LED group
round_1417,Lumis Partners
round_1417,The HR Fund
round_1417,Rajul Garg
round_1417,Quintillion Media
round_1418,Venk Krishnan
round_1418,Aprameya Radhakrishna
round_1418,Anupam Mittal
round_1418,Kunal Shah
round_1418,Tracxn Labs
round_1418,Subramanya SV
round_1418,Ravi Garkipati
round_1419,Binny Bansal
round_1419,Anupam Mittal
round_1419,Sachin Bhatia
round_1419,Darius Pandole
round_1419,Kunal Khattar
round_1419,Dheerag Jain
round_1420,RoundGlass Partners
round_1421,Brand Capital
round_1422,Paul Roy
round_1423,Existing Investors
round_1424,Anglian Omega Network
round_1425,Inventus Capital Partners
round_1425,Blume Ventures & Others
round_1426,Promatus Group
round_1427,Geniee
round_1427,Inc
round_1427,Purvi Capital
round_1428,Swastika Company Ltd.
round_1430,1Crowd (through crowd funding)
round_1431,Centre for Innovation Incubation and Entrepreneurship (CIIE)
round_1432,Centre for Innovation Incubation and Entrepreneurship (CIIE)
round_1433,Anupam Mittal
round_1433,Sharad Sharma & 14 others
round_1434,Noshir Kaka
round_1434,Subramanian Ramadorai
round_1434,Kiran Deshpande
round_1434,Pankaj Gupta
round_1434,Ravi Nigam & Others
round_1435,Gujarat Venture Finance Limited (GVFL)
round_1435,Bennett Coleman & Co. Ltd
round_1436,Khattar Holdings
round_1436,ThirtyThree Investments
round_1436,Soumitra Sharma
round_1436,Deepak Sharma
round_1436,Sumit Dayal and others
round_1437,1Crowd (through crowdfunding)
round_1438,Norwest Venture Partners
round_1438,Accel India
round_1439,Mukul Singhal
round_1439,Rohit Jain
round_1439,Himanshu Aggrawal
round_1439,Sunil Goyal Ashish Gupta
round_1440,Brand Capital
round_1441,Westbridge Capital Partners
round_1443,HT Media Ltd
round_1443,North Base Media
round_1444,Anand Chandrasekaran
round_1444,Kanwaljit Singh
round_1444,Manoj Varghese
round_1445,Ashvin Chadha
round_1446,SoftBank Group
round_1447,Tencent Holdings
round_1447,Foxconn Technology Group
round_1447,Tiger Global
round_1447,SoftBank Group
round_1447,Bharti Enterprises
round_1448,Powerhouse Ventures
round_1448,M&S Partners
round_1449,Brand Capital
round_1450,Anand Chandrasekaran
round_1450,Ananth Narayanan
round_1450,Mekin Maheshwari
round_1450,Ravi Garikipati
round_1450,Divyesh Shah
round_1450,Swastika Company Ltd
round_1451,Undisclosed Dubai based HNIs
round_1452,Swan Angel Network
round_1452,Sachin Khandelwal and others
round_1453,Swan Angel Network
round_1454,SeedPlus
round_1454,Infocomm Investments
round_1454,Accel Partners RNT Associates
round_1455,Indian Angel Network
round_1456,Kashyap Deorah
round_1456,Rajul Garg
round_1456,Maninder Gulati
round_1457,Speridian Technologies
round_1458,Brand Capital
round_1459,Rainmatter
round_1460,Aspire Systems
round_1461,Satish Vasudeva
round_1461,Madhusudhan Jujare & Others
round_1462,Torrent Group
round_1463,Saha Fund
round_1463,Exfinity Venture Partners & Others
round_1464,Vijay Kedia
round_1465,Riju Gupta
round_1465,Kamal Chabra
round_1466,Dr. Goutam Challagalla
round_1467,Outbox Ventures
round_1467,Jaspreet Bindra
round_1467,Arjun Malhotra
round_1467,Rohan Malhotra
round_1467,Sidharth Rao
round_1467,Rakesh Agrawal
round_1468,ah! Ventures
round_1468,Anupam Mittal
round_1468,Kunal Shah
round_1468,Sandeep Tandon
round_1468,Dheeraj Jain
round_1468,Rohit Chokhani
round_1469,Blume Ventures
round_1469,Sachin Bansal
round_1469,Vijay Shekhar Sharma
round_1469,Binny Bansal
round_1469,\\xc2\\xa0 Kunal Shah
round_1469,Sandeep Tandon
round_1469,Ashish Tulsian
round_1470,Kalaari Capital
round_1471,Kalaari Capital
round_1472,Vineet Taneja
round_1472,Kamal Puri
round_1473,Mohit Lalvani
round_1474,Michael and Susan Dell Foundation
round_1475,Trifecta Capital
round_1476,Kunal Shah
round_1476,Sandeep Tandon
round_1476,Tracxn Labs
round_1477,Scale Ventures
round_1478,CureFit
round_1479,Fireside Ventures
round_1479,Investopad
round_1479,P39 Capital
round_1479,Anupam Mittal
round_1479,Pranay Jivrajka
round_1479,Maninder Gulati
round_1479,Abhinav Sinha
round_1480,Globevestor Angel Fund
round_1480,Devendra Rane
round_1480,Ravi Jain
round_1480,\\xc2\\xa0 Arpan Nagdeve
round_1481,Ford Smart Mobility Llc
round_1482,Instalabs
round_1483,Net1 UEPS Technologies Inc
round_1484,Undisclosed Ex Mckinsey Directors and Partners
round_1485,Kunal Shah & Sandeep Tandon
round_1485,Girish Mathrubootham
round_1485,Anand Chandrasekaran
round_1486,Dr. Abhishek Pandey
round_1486,Jaysukh Sapra
round_1487,Nexus Venture Partners
round_1487,Blume Ventures
round_1488,Hitouch AG
round_1489,Undisclosed HNI investors
round_1490,Bessemer Venture Partners
round_1490,Jungle Ventures
round_1490,Helion Ventures
round_1491,Rajasthan Angel Investor Network & Others
round_1492,Ashutosh Lawania
round_1492,Rajul Jain
round_1492,Badal Malick
round_1492,Rishi Gupta & Others
round_1493,MediaTek Inc.
round_1494,Sophia Investment ApS
round_1495,Info Edge (India) Ltd
round_1496,Ambit Pragma
round_1497,IDG Ventures
round_1497,Sequoia Capital
round_1497,GREE Ventures
round_1498,Sarbvir Singh
round_1498,Raghav Bahl
round_1499,MasterCard
round_1500,3one4 Capital
round_1500,Tracxn Labs
round_1500,Aaruha Technology Fund
round_1500,Endiya Partners
round_1501,Zaffiro Ventures
round_1502,Sequoia Capital
round_1502,SD Ventures
round_1502,Vistaar Investment Advisors Pvt. Ltd.
round_1503,SAIF Partners
round_1504,India Quotient
round_1505,Accel Partners
round_1505,IDG Ventures
round_1505,Kalaari Capital
round_1506,Deepak Gupta
round_1507,Aramex Ventures Llc
round_1508,Rajan Anandan
round_1509,IIFL Wealth Management Seed Venture Fund
round_1509,Omidyar Network
round_1509,Khosla Impact
round_1509,Aspada
round_1510,YourNest Angel Fund\\xc2\\xa0 & Others
round_1511,Stripes Group
round_1511,Network 18
round_1511,Accel Partners
round_1511,SAIF Partners
round_1512,Sequoia Capital
round_1512,Rohit Bansal
round_1512,Kunal Bahl
round_1512,Sandeep Tandon
round_1512,Kunal Shah
round_1512,Zishaan Hayath
round_1512,\\xc2\\xa0 Abhishek Jain
round_1513,Info Edge (India) Ltd
round_1514,Gaurav Singhvi
round_1514,Zaffiro Ventures
round_1515,Kirthiga Reddy
round_1515,Renuka Ramanath
round_1515,Cherry Tin
round_1516,Kalaari Capital
round_1516,"Qualcomm Ventures, ru-Net"
round_1516,Zodius Technology Opportunities Fund
round_1517,Indian Angel Network
round_1518,AVG Group
round_1518,500 Startups
round_1519,Rothenberg Ventures
round_1520,Alex Chua
round_1520,Rahul Garg
round_1521,Kalaari Capital
round_1521,India Quotient
round_1522,JSW Ventures
round_1522,Blume Ventures & IvyCap Ventures
round_1523,Brian Acton
round_1524,JSW Ventures
round_1524,Omidyar Network
round_1524,Sattva Capital
round_1524,Venture Works
round_1525,Sequoia Capital
round_1526,Stanford Angels & Entrepreneurs
round_1526,Harvard Angels
round_1527,Mumbai Angels
round_1527,\\xc2\\xa0 Times Internet
round_1528,Ashish Mahajan
round_1528,Sarvesh Sharma
round_1529,Rishi Parti
round_1529,Yogesh Bansal
round_1530,Rainmaker Ventures
round_1531,Ajay Piramal
round_1532,Tracxn Labs
round_1532,Hyderabad Angels
round_1532,Kunal Shah
round_1532,Gaurav Bhalotia
round_1533,SAIF Partners
round_1533,India Quotient
round_1534,Unitus Seed Fund
round_1535,Accel Partners
round_1535,IDG Ventures India
round_1536,Brand Capital
round_1537,Jaspal Bindra
round_1537,Parth Jindal
round_1538,Keiretsu Forum
round_1539,Plug and Play Tech Center
round_1539,Steelhead Ventures & Others
round_1540,500 Startups
round_1541,SRI Capital
round_1543,Sumit Jain
round_1543,Sumit Jain
round_1543,Anurag Gupta
round_1543,Varun Khanna
round_1543,Faraz Khan
round_1544,GEMS group
round_1545,Abhijit Avasthi
round_1545,Karan Chellani
round_1545,SP Vijay
round_1546,Times Internet
round_1546,Innoven Capital
round_1546,Matrix Partners India
round_1546,Qualcomm Ventures
round_1547,SRI Capital
round_1548,SRI Capital
round_1549,IIFL and Accel Partners
round_1549,Kalaari Capital
round_1549,IvyCap Ventures
round_1549,RB Investments
round_1550,Intelli Reboot Digital Pvt. Ltd
round_1551,Satish Jamdar
round_1552,Star India Pvt. Ltd
round_1553,Franklin Templeton International Services Pvt. Ltd
round_1554,Prime Venture Partners
round_1555,Green House Ventures Accelerator
round_1557,Abhishek Agarwal
round_1557,Krishnakumar Nataraj
round_1557,Sarath Sura
round_1557,Shanti Mohan
round_1557,Sarthak and Nihit Agarwal
round_1557,Suramya Gupta
round_1558,Nilesh Shah
round_1559,Nihon Kotsu Co
round_1560,Swastika Company Pvt Ltd
round_1561,Indian Angel Network
round_1562,Verlinvest
round_1562,DSG Consumer Partners
round_1564,Edelweiss Private Equity
round_1565,Beenext
round_1565,Digital Garage
round_1565,Lightbox
round_1565,Beenos
round_1566,MapmyIndia
round_1567,Parampara Capital
round_1568,Venture Catalysts
round_1569,Rainmaker Ventures
round_1570,MadhanKumar Madathupalayam
round_1572,Romulus Capital
round_1573,Sreenivasa Reddy Musani
round_1574,Sequoia Capital
round_1574,Unitus Seed Fund
round_1575,Yeahmobi
round_1575,Fenqile
round_1577,Microsoft Ventures
round_1577,Salesforce Ventures
round_1578,Kalaari Capital
round_1579,Sarath Sura
round_1580,Kae Capital
round_1580,Kunal Shah
round_1580,Sandeep Tandon
round_1581,Indian Angel Network
round_1582,Sanjiv Rai
round_1583,Kunal Shah
round_1583,Aneesh Reddy
