investor,startup,roundId,investmentType,amountUSD,date,year
Acumen Fund,Sahayog Dairy,round_2399,Private Equity,1800000.0,2015-09-07,2015
Blume Ventures,MockBank,round_2400,Seed,400000.0,2015-09-08,2015
India Educational Investment Fund,ReportBee,round_2401,Seed,,2015-09-08,2015
India Educational Investment Fund,GuruG Learning,round_2402,Seed,,2015-09-08,2015
500 Startups,OnlineTyari,round_2403,Private Equity,770000.0,2015-09-10,2015
TV Mohandas Pai,OnlineTyari,round_2403,Private Equity,770000.0,2015-09-10,2015
Tandem Capital,OnlineTyari,round_2403,Private Equity,770000.0,2015-09-10,2015
Vikram Chachra,OnlineTyari,round_2403,Private Equity,770000.0,2015-09-10,2015
Aloke Bajpai,OnlineTyari,round_2403,Private Equity,770000.0,2015-09-10,2015
Kalaari Capital,IndustryBuying,round_2404,Private Equity,9200000.0,2015-09-10,2015
SAIF Partners,IndustryBuying,round_2404,Private Equity,9200000.0,2015-09-10,2015
Beenextan investment fund,IndustryBuying,round_2404,Private Equity,9200000.0,2015-09-10,2015
Nanadan Nilekani,The/Nudge Foundation,round_2405,Seed,315000.0,2015-09-10,2015
InMobi,The/Nudge Foundation,round_2405,Seed,315000.0,2015-09-10,2015
Paytm,The/Nudge Foundation,round_2405,Seed,315000.0,2015-09-10,2015
Green House Ventures,FitMeIn,round_2406,Seed,100000.0,2015-09-11,2015
Ankush Nijhawan,Envoged,round_2407,Seed,,2015-09-11,2015
Manish Dhingra,Envoged,round_2407,Seed,,2015-09-11,2015
Gaurav Bhatnagar,Envoged,round_2407,Seed,,2015-09-11,2015
Subodh Gupta,Renomania,round_2409,Seed,,2015-09-11,2015
Eight Road Ventures,CredR,round_2410,Private Equity,15000000.0,2015-09-12,2015
Ash Bhardwaj,YatraGenie,round_2411,Private Equity,,2015-09-12,2015
Bessemer Venture Partners,CanvasFlip,round_2412,Seed,1200000.0,2015-09-14,2015
Eight Roads Ventures,Shadowfax,round_2413,Private Equity,9000000.0,2015-09-14,2015
Aarin Capital,UE Life Sciences,round_2414,Private Equity,3000000.0,2015-09-14,2015
Unitus Seed Fund,UE Life Sciences,round_2414,Private Equity,3000000.0,2015-09-14,2015
Falcon Edge Capital,Ola Cabs,round_2415,Private Equity,225000000.0,2015-09-14,2015
NY based Hedge Fund,Ola Cabs,round_2415,Private Equity,225000000.0,2015-09-14,2015
Tiger Global,Ola Cabs,round_2415,Private Equity,225000000.0,2015-09-14,2015
Softbank,Ola Cabs,round_2415,Private Equity,225000000.0,2015-09-14,2015
Cataraman Ventures,Coverfox,round_2416,Private Equity,2000000.0,2015-09-15,2015
Helion Venture Partners,MoEngage,round_2417,Private Equity,4250000.0,2015-09-15,2015
Exfinity Ventures,MoEngage,round_2417,Private Equity,4250000.0,2015-09-15,2015
Nandan Nilekani,Mubble,round_2418,Seed,,2015-09-15,2015
Anil Matai,Tea Trails,round_2419,Seed,1000000.0,2015-09-15,2015
Vikram Tandon,Tea Trails,round_2419,Seed,1000000.0,2015-09-15,2015
Shyam Sundar R & others,Tea Trails,round_2419,Seed,1000000.0,2015-09-15,2015
Payal Syal,Room on Call,round_2420,Seed,300000.0,2015-09-15,2015
Sandeep Dama & Others,FYNE,round_2421,Seed,,2015-09-15,2015
Eight Roads Ventures,ChaiPoint,round_2422,Private Equity,10000000.0,2015-09-16,2015
Indian Angel Network,WedmeGood.com,round_2423,Seed,410000.0,2015-09-16,2015
Oliphans Capital,XSTOK,round_2424,Seed,450000.0,2015-09-16,2015
Kalaari Capital,UniLog,round_2425,Private Equity,,2015-09-17,2015
Applyifi,Paintcollar,round_2426,Seed,,2015-09-17,2015
Khazanah Nasional Berhad,YepMe,round_2427,Private Equity,75000000.0,2015-09-17,2015
Helion Venture Partners,YepMe,round_2427,Private Equity,75000000.0,2015-09-17,2015
High Networth Individuals (No details),Bueno,round_2428,Seed,600000.0,2015-09-17,2015
Sachin Bansal & Binny Bansal,Plabro,round_2429,Seed,350000.0,2015-09-18,2015
Sol Primero,Plabro,round_2429,Seed,350000.0,2015-09-18,2015
Outbox Ventures,Plabro,round_2429,Seed,350000.0,2015-09-18,2015
Sangram Singh,Plabro,round_2429,Seed,350000.0,2015-09-18,2015
Accel Partners,CureJoy,round_2430,Private Equity,1150000.0,2015-09-18,2015
Subrata Mitra,CureJoy,round_2430,Private Equity,1150000.0,2015-09-18,2015
Larry Braitman,CureJoy,round_2430,Private Equity,1150000.0,2015-09-18,2015
Venk Krishna,CureJoy,round_2430,Private Equity,1150000.0,2015-09-18,2015
Multiple investors,LabStreet,round_2432,Seed,150000.0,2015-09-18,2015
Aprameya Radhakrishna,DailyNinja,round_2433,Seed,,2015-09-19,2015
Naman Sarawagi,DailyNinja,round_2433,Seed,,2015-09-19,2015
Afsal Salu,DailyNinja,round_2433,Seed,,2015-09-19,2015
Accel Partners,Portea Medical,round_2434,Private Equity,37500000.0,2015-09-21,2015
International Finance Corporation (IFC),Portea Medical,round_2434,Private Equity,37500000.0,2015-09-21,2015
Qualcomm Ventures,Portea Medical,round_2434,Private Equity,37500000.0,2015-09-21,2015
Ventureast,Portea Medical,round_2434,Private Equity,37500000.0,2015-09-21,2015
Rainmatter,Neotrade Analytics,round_2435,Seed,235000.0,2015-09-21,2015
Anand Mahindra,DishCo,round_2436,Seed,,2015-09-21,2015
Uday Punj,DishCo,round_2436,Seed,,2015-09-21,2015
Ashish Hemrajani,DishCo,round_2436,Seed,,2015-09-21,2015
Sanjeev Mehra,DishCo,round_2436,Seed,,2015-09-21,2015
500 Startups,LafaLafa,round_2437,Seed,125000.0,2015-09-21,2015
Prakhar Bumb,ConnectAbank,round_2438,Seed,,2015-09-21,2015
Unitus Seed Fund,VillFarm,round_2439,Seed,,2015-09-22,2015
Rianta Capital,VillFarm,round_2439,Seed,,2015-09-22,2015
R Ramaraj,VillFarm,round_2439,Seed,,2015-09-22,2015
Sunil Edwards,VillFarm,round_2439,Seed,,2015-09-22,2015
Kalaari Capital,Bestdealfinance,round_2440,Private Equity,3000000.0,2015-09-22,2015
YourNest Angel Fund,Bestdealfinance,round_2440,Private Equity,3000000.0,2015-09-22,2015
Lead Angels,GameXS.in,round_2441,Seed,,2015-09-22,2015
Karan Bajwa,The Man Company,round_2442,Seed,,2015-09-22,2015
Amanpreet Bajaj,The Man Company,round_2442,Seed,,2015-09-22,2015
Manish Vij,The Man Company,round_2442,Seed,,2015-09-22,2015
Swarnim Multiventures,Virtual Logic,round_2443,Private Equity,800000.0,2015-09-22,2015
Bhavdeep Reddy,Furdo,round_2444,Seed,400000.0,2015-09-22,2015
Paytm,LogiNext,round_2445,Private Equity,10000000.0,2015-09-22,2015
Asha Jadeja Motwani & Others,Korra,round_2446,Seed,300000.0,2015-09-22,2015
Rajat Malhotra,Credihealth,round_2447,Seed,,2015-09-23,2015
Sharad Sharma,Amigobulls,round_2448,Seed,,2015-09-23,2015
Vijay Anand,Amigobulls,round_2448,Seed,,2015-09-23,2015
Mohandas Pai. Pallav Nadhani,Amigobulls,round_2448,Seed,,2015-09-23,2015
Singapore Angels Network & others,Amigobulls,round_2448,Seed,,2015-09-23,2015
M&S Partners,SilverPush,round_2449,Private Equity,1200000.0,2015-09-23,2015
William Bissell,Juggernaut,round_2450,Private Equity,2250000.0,2015-09-23,2015
Neeraj Aggarwal,Juggernaut,round_2450,Private Equity,2250000.0,2015-09-23,2015
Nandan Nilekani,Juggernaut,round_2450,Private Equity,2250000.0,2015-09-23,2015
Phanindra Sama,InnerChef,round_2451,Private Equity,1750000.0,2015-09-23,2015
Anupam Mittal,InnerChef,round_2451,Private Equity,1750000.0,2015-09-23,2015
Vijay Shekhar Sharma,InnerChef,round_2451,Private Equity,1750000.0,2015-09-23,2015
Vishal Gondal,InnerChef,round_2451,Private Equity,1750000.0,2015-09-23,2015
Sateesh Andara & others,InnerChef,round_2451,Private Equity,1750000.0,2015-09-23,2015
Raghav Bahl,Quintype,round_2452,Private Equity,3300000.0,2015-09-24,2015
500 Startups,Capabiliti,round_2453,Seed,400000.0,2015-09-24,2015
Smile Multimedia,Capabiliti,round_2453,Seed,400000.0,2015-09-24,2015
Kunal Bahl,Capabiliti,round_2453,Seed,400000.0,2015-09-24,2015
Rohit Bansal,Capabiliti,round_2453,Seed,400000.0,2015-09-24,2015
Girish Matrubootham,Capabiliti,round_2453,Seed,400000.0,2015-09-24,2015
Infuse Ventures,Fourth Partner Energy,round_2454,Private Equity,2000000.0,2015-09-24,2015
The Chennai Angels,Fourth Partner Energy,round_2454,Private Equity,2000000.0,2015-09-24,2015
Kanwaljit Singh,Licious,round_2455,Seed,1000000.0,2015-09-24,2015
TV Mohandas Pai,Licious,round_2455,Seed,1000000.0,2015-09-24,2015
Astarc Ventures & Others,TravelKhana,round_2456,Seed,,2015-09-25,2015
500 Startups,Quickli,round_2457,Seed,,2015-09-28,2015
Mato Peric & Others,Quickli,round_2457,Seed,,2015-09-28,2015
Didi Kuaidi,Ola Cabs,round_2458,Private Equity,30000000.0,2015-09-28,2015
Alibaba Group,Paytm,round_2459,Private Equity,680000000.0,2015-09-29,2015
Ant Financial,Paytm,round_2459,Private Equity,680000000.0,2015-09-29,2015
Tennenbaum Capital Partners & Others,Inmobi,round_2460,Private Equity,100000000.0,2015-09-29,2015
Sequoia India,Peppertap,round_2461,Private Equity,36000000.0,2015-09-29,2015
SAIF Partners.,Peppertap,round_2461,Private Equity,36000000.0,2015-09-29,2015
Mayank Singhal and others,Hugefly,round_2462,Seed,,2015-09-29,2015
The Chennai Angels,Brigge,round_2463,Seed,,2015-09-29,2015
Uniqorn Ventures,Zakoopi,round_2464,Seed,350000.0,2015-09-29,2015
Zishaan Hayath,LoanCircle,round_2465,Seed,,2015-09-29,2015
Rahul Khanna & Others,LoanCircle,round_2465,Seed,,2015-09-29,2015
Nexus Venture Partners,Infoworks,round_2466,Private Equity,5000000.0,2015-09-30,2015
Knoll Ventures and others,Infoworks,round_2466,Private Equity,5000000.0,2015-09-30,2015
Jungle Ventures,RedDoorz,round_2467,Seed,1000000.0,2015-09-30,2015
Kunal Bahl,FirstTouch,round_2468,Seed,,2015-09-30,2015
Rohit Bansal,FirstTouch,round_2468,Seed,,2015-09-30,2015
Pranay Chulet,FirstTouch,round_2468,Seed,,2015-09-30,2015
Naveen Tiwari,FirstTouch,round_2468,Seed,,2015-09-30,2015
Amit Gupta,FirstTouch,round_2468,Seed,,2015-09-30,2015
Mayank Singhal,FirstTouch,round_2468,Seed,,2015-09-30,2015
ah! Ventures,Eywa Media,round_2469,Seed,1000000.0,2015-09-30,2015
Viktor Koenig PE Fund,Eywa Media,round_2469,Seed,1000000.0,2015-09-30,2015
Mantra Ventures,Eywa Media,round_2469,Seed,1000000.0,2015-09-30,2015
Alibaba,Snapdeal,round_2470,Private Equity,500000000.0,2015-08-01,2015
Foxconn,Snapdeal,round_2470,Private Equity,500000000.0,2015-08-01,2015
Softbank,Snapdeal,round_2470,Private Equity,500000000.0,2015-08-01,2015
Mohandas Pai & others,Ressy,round_2471,Seed,400000.0,2015-08-01,2015
Alok Mittal,Cuelearn,round_2472,Seed,,2015-08-03,2015
Aavishkaar,Connect India,round_2473,Private Equity,5000000.0,2015-08-03,2015
VentureNursery,The Home Salon,round_2474,Seed,,2015-08-03,2015
Alok Mittal,Jusride,round_2475,Seed,,2015-08-03,2015
Zeeshan Hayat,Jusride,round_2475,Seed,,2015-08-03,2015
Niraj Singh,Jusride,round_2475,Seed,,2015-08-03,2015
Nikunj Jain,Jusride,round_2475,Seed,,2015-08-03,2015
Anirudh Damani,Jusride,round_2475,Seed,,2015-08-03,2015
Punit Goyal,Jusride,round_2475,Seed,,2015-08-03,2015
SoftBank Group,Oyorooms,round_2476,Private Equity,100000000.0,2015-08-03,2015
Greenoaks Capital,Oyorooms,round_2476,Private Equity,100000000.0,2015-08-03,2015
Sequoia Capital,Oyorooms,round_2476,Private Equity,100000000.0,2015-08-03,2015
\\xc2\\xa0 Lightspeed India,Oyorooms,round_2476,Private Equity,100000000.0,2015-08-03,2015
Infuse Ventures,Glowship,round_2477,Seed,,2015-08-03,2015
Sequoia Capital,Wizrocket,round_2478,Private Equity,9600000.0,2015-08-03,2015
Accel Partners,Wizrocket,round_2478,Private Equity,9600000.0,2015-08-03,2015
Orios Venture Partners,Pickingo,round_2479,Private Equity,1300000.0,2015-08-04,2015
Zishaan Hayath,Pickingo,round_2479,Private Equity,1300000.0,2015-08-04,2015
Kunal Bajaj,Grex,round_2480,Seed,650000.0,2015-08-05,2015
Chandru Badrinarayanan,Grex,round_2480,Seed,650000.0,2015-08-05,2015
Rebright Partners,LetsTransport,round_2481,Seed,1300000.0,2015-08-05,2015
Ankush Nijhawan,LetsTransport,round_2481,Seed,1300000.0,2015-08-05,2015
Gaurav Bhatnagar,LetsTransport,round_2481,Seed,1300000.0,2015-08-05,2015
Manish Dhingra,LetsTransport,round_2481,Seed,1300000.0,2015-08-05,2015
Tiger Global Management,Zo Rooms,round_2482,Private Equity,30000000.0,2015-08-05,2015
Orios Venture Partners,Zo Rooms,round_2482,Private Equity,30000000.0,2015-08-05,2015
Helion Venture Partners,Doormint,round_2483,Private Equity,3000000.0,2015-08-05,2015
Kalaari Capital,Doormint,round_2483,Private Equity,3000000.0,2015-08-05,2015
BedRock Ventures,NightStay,round_2484,Seed,500000.0,2015-08-05,2015
Rajesh Sawhney,NightStay,round_2484,Seed,500000.0,2015-08-05,2015
Shailesh Singh,NightStay,round_2484,Seed,500000.0,2015-08-05,2015
Sachin Bhatia,Zocalo,round_2485,Seed,,2015-08-05,2015
Rajesh Sawhney,Zocalo,round_2485,Seed,,2015-08-05,2015
Ramesh Jogani,Sunday Realty Solutions,round_2486,Seed,785000.0,2015-08-05,2015
Shailesh Viswanathan,Sunday Realty Solutions,round_2486,Seed,785000.0,2015-08-05,2015
Jay Srinivasan,Sunday Realty Solutions,round_2486,Seed,785000.0,2015-08-05,2015
Tracxn Labs,Klozee,round_2487,Seed,,2015-08-06,2015
Ravi Gururaj,Appvigil,round_2488,Seed,500000.0,2015-08-06,2015
Gaurav Sharma,Appvigil,round_2488,Seed,500000.0,2015-08-06,2015
Viswanath Ramachandran,Appvigil,round_2488,Seed,500000.0,2015-08-06,2015
RippleWave,Appvigil,round_2488,Seed,500000.0,2015-08-06,2015
Sofina,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Google Capital,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Altimeter Capital,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Sequoia Capital Global Equities,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Yuri Milner,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Sequoia Capital,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Matrix Partners,practo,round_2489,Private Equity,90000000.0,2015-08-06,2015
Sanjay Sethi,LoudShout,round_2490,Seed,,2015-08-06,2015
Ravi Jaipuria & others,LoudShout,round_2490,Seed,,2015-08-06,2015
CCube Angels,Wetravelsolo,round_2491,Seed,,2015-08-06,2015
Frontline Strategy,Wetravelsolo,round_2491,Seed,,2015-08-06,2015
Chennai Angels,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
"Calcutta Angels, ah! Ventures",Ketto,round_2492,Seed,700000.0,2015-08-06,2015
Intellecap Impact Investment Network,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
Indus Age Partners,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
Singapore Angel Network,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
India Internet Fund,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
LetsVenture,Ketto,round_2492,Seed,700000.0,2015-08-06,2015
Horizons Ventures,Ezetap,round_2493,Private Equity,25000000.0,2015-08-06,2015
Capricorn Investment Group,Ezetap,round_2493,Private Equity,25000000.0,2015-08-06,2015
Social+Capital,Ezetap,round_2493,Private Equity,25000000.0,2015-08-06,2015
Helion Advisors,Ezetap,round_2493,Private Equity,25000000.0,2015-08-06,2015
Berggruen Holdings,Ezetap,round_2493,Private Equity,25000000.0,2015-08-06,2015
Inflexionpoint,NDTV ecommerce venture,round_2494,Private Equity,,2015-08-06,2015
Pramod Bhasin,NDTV ecommerce venture,round_2494,Private Equity,,2015-08-06,2015
Sixth Sense Ventures,NDTV ecommerce venture,round_2494,Private Equity,,2015-08-06,2015
Vindi Banga,NDTV ecommerce venture,round_2494,Private Equity,,2015-08-06,2015
Hiro Mashita,NDTV ecommerce venture,round_2494,Private Equity,,2015-08-06,2015
YouWeCan Ventures,Carl\\xe2\\x80\\x99s Jr,round_2495,Seed,630000.0,2015-08-07,2015
Wealth First,EasyRewardz,round_2496,Private Equity,500000.0,2015-08-07,2015
Ashneer Grover,EasyRewardz,round_2496,Private Equity,500000.0,2015-08-07,2015
Atul Phadnis,EasyRewardz,round_2496,Private Equity,500000.0,2015-08-07,2015
responsAbility Investments,GIBSS,round_2497,Private Equity,,2015-08-07,2015
Infuse Ventures,GIBSS,round_2497,Private Equity,,2015-08-07,2015
Bedrock Ventures,StoreMore.in,round_2498,Seed,,2015-08-07,2015
Best Foodworks,iOrderFresh,round_2499,Seed,,2015-08-07,2015
Nihon Kotsu,MyTaxiIndia,round_2500,Private Equity,500000.0,2015-08-10,2015
Neha Vats,eSadar,round_2501,Seed,80000.0,2015-08-10,2015
Gaurav Vats,eSadar,round_2501,Seed,80000.0,2015-08-10,2015
B M Gupta,Actionable Analytics,round_2502,Seed,,2015-08-10,2015
Vinod Singhal,Actionable Analytics,round_2502,Seed,,2015-08-10,2015
QPrize from Qualcomm Ventures,MyPoolin,round_2503,Seed,250000.0,2015-08-10,2015
Sequoia Capital,NearBuy (previously\\xc2\\xa0 groupon India),round_2504,Private Equity,16000000.0,2015-08-10,2015
Girish Mathrubootham,Inkmonk,round_2505,Seed,250000.0,2015-08-10,2015
Phanindra Sama,Inkmonk,round_2505,Seed,250000.0,2015-08-10,2015
Vikram Chachra,Inkmonk,round_2505,Seed,250000.0,2015-08-10,2015
Others from LetsVenture,Inkmonk,round_2505,Seed,250000.0,2015-08-10,2015
Reliance Capital Venture,ToneTag,round_2506,Private Equity,1000000.0,2015-08-10,2015
Tiger Global Management,Grey Orange,round_2507,Private Equity,30000000.0,2015-08-10,2015
Helion Ventures,Livspace,round_2508,Private Equity,8000000.0,2015-08-11,2015
Jungle Ventures & Bessemer Venture Partners,Livspace,round_2508,Private Equity,8000000.0,2015-08-11,2015
Indian Angel Network,WOW! MOMO,round_2509,Seed,1600000.0,2015-08-11,2015
Ajeet Khurana & Others,RainCan,round_2510,Seed,100000.0,2015-08-11,2015
Zodius Technology Fund,Allygrow Technologies,round_2511,Private Equity,20000000.0,2015-08-11,2015
ChrysCapital,Infogain,round_2512,Private Equity,63000000.0,2015-08-11,2015
Sequoia Capital,OneAssist,round_2513,Private Equity,7500000.0,2015-08-12,2015
Lightspeed Ventures,OneAssist,round_2513,Private Equity,7500000.0,2015-08-12,2015
Bessemer Venture Partners,BigBasket,round_2514,Private Equity,50000000.0,2015-08-12,2015
Quintillion Media,Sheroes,round_2515,Seed,770000.0,2015-08-12,2015
500 Startups,Sheroes,round_2515,Seed,770000.0,2015-08-12,2015
Accel Partners,Scripbox,round_2516,Private Equity,2500000.0,2015-08-12,2015
Deep Kalra,Scripbox,round_2516,Private Equity,2500000.0,2015-08-12,2015
Rajesh Magow,Scripbox,round_2516,Private Equity,2500000.0,2015-08-12,2015
Mohit Gupta,Scripbox,round_2516,Private Equity,2500000.0,2015-08-12,2015
Shamik Sharma,Scripbox,round_2516,Private Equity,2500000.0,2015-08-12,2015
Amit Ranjan,etaout,round_2517,Seed,500000.0,2015-08-13,2015
Vijay Shekhar Sharma,etaout,round_2517,Seed,500000.0,2015-08-13,2015
Kunal Bahl,etaout,round_2517,Seed,500000.0,2015-08-13,2015
Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors,etaout,round_2517,Seed,500000.0,2015-08-13,2015
Accion,IFMR Holdings,round_2518,Private Equity,25000000.0,2015-08-13,2015
LeapFrog Investments,IFMR Holdings,round_2518,Private Equity,25000000.0,2015-08-13,2015
Lok Capital,IFMR Holdings,round_2518,Private Equity,25000000.0,2015-08-13,2015
LetsVenture,Massblurb,round_2519,Seed,,2015-08-13,2015
Mumbai Angels,Massblurb,round_2519,Seed,,2015-08-13,2015
IDG Ventures,Agrostar,round_2520,Private Equity,4000000.0,2015-08-13,2015
Jitendra Gupta & others,VoxWeb,round_2521,Seed,100000.0,2015-08-14,2015
Gujarat based angel investors,Trukky,round_2522,Seed,245000.0,2015-08-14,2015
MMY co-Founder,Trukky,round_2522,Seed,245000.0,2015-08-14,2015
Group of angel investors,VanityCube,round_2523,Seed,,2015-08-14,2015
Nalin Jain & other angel investors,Edu4Share,round_2524,Seed,220000.0,2015-08-17,2015
Ratan Tata,YourStory,round_2525,Seed,,2015-08-17,2015
Vani Kola,YourStory,round_2525,Seed,,2015-08-17,2015
T V Mohandas Pai,YourStory,round_2525,Seed,,2015-08-17,2015
Karthee Madasamay,YourStory,round_2525,Seed,,2015-08-17,2015
"Intellecap Impact Investment Network, family office fund",Sampurnearth,round_2526,Seed,160000.0,2015-08-17,2015
Existing & New Investors,Orobind,round_2527,Private Equity,,2015-08-17,2015
VentureNursery,Fixy,round_2528,Seed,,2015-08-17,2015
Rohit Goel,MSM Box,round_2529,Seed,,2015-08-17,2015
Kunal Bahl,ShadowFax,round_2530,Seed,310000.0,2015-08-17,2015
Rohit Bansal,ShadowFax,round_2530,Seed,310000.0,2015-08-17,2015
Zishaan Hayath,ShadowFax,round_2530,Seed,310000.0,2015-08-17,2015
Prashant Malik,ShadowFax,round_2530,Seed,310000.0,2015-08-17,2015
One97 Communications,Gadgets 360,round_2531,Private Equity,,2015-08-17,2015
Tiger Global,Roposo,round_2532,Private Equity,15000000.0,2015-08-18,2015
New Enterprise Associates,IntelligenceNODE,round_2533,Private Equity,4200000.0,2015-08-18,2015
Orios Venture Partners,IntelligenceNODE,round_2533,Private Equity,4200000.0,2015-08-18,2015
NEA,HyperVerge,round_2534,Seed,1000000.0,2015-08-18,2015
Milliways Ventures,HyperVerge,round_2534,Seed,1000000.0,2015-08-18,2015
Naya Ventures,HyperVerge,round_2534,Seed,1000000.0,2015-08-18,2015
Rohit Bhatia,Twyst,round_2535,Seed,,2015-08-18,2015
Sunil Nikhar,Twyst,round_2535,Seed,,2015-08-18,2015
Vaibhav Domkundwar,Twyst,round_2535,Seed,,2015-08-18,2015
Siddharth Nautiyal,Twyst,round_2535,Seed,,2015-08-18,2015
NEA,IDfy,round_2536,Private Equity,,2015-08-18,2015
Blume Ventures & others,IDfy,round_2536,Private Equity,,2015-08-18,2015
RoundGlass Partners,Zoojoo.be,round_2537,Private Equity,1000000.0,2015-08-18,2015
Umesh Yadav,Fashionove,round_2538,Seed,,2015-08-19,2015
Unilazer Ventures,TimeSaverz,round_2539,Private Equity,2400000.0,2015-08-19,2015
