roundId,startupName,investmentType,amountUSD,date,year
round_454,Curofy,Seed / Angel,250000.0,2017-12-14,2017
round_455,HomeLane,Private Equity,10000000.0,2017-12-14,2017
round_456,WeDoSky,Private Equity,,2017-12-14,2017
round_457,Purplle,Seed / Angel,537000.0,2017-12-15,2017
round_458,Cash Suvidha,Debt,2700000.0,2017-12-15,2017
round_459,Sky Met Weather,Private Equity,,2017-12-18,2017
round_460,Springboard,Private Equity,9500000.0,2017-12-19,2017
round_461,Peel Works,Private Equity,,2017-12-19,2017
round_462,9Stacks,Private Equity,1500000.0,2017-12-19,2017
round_463,Your Quote,Private Equity,1000000.0,2017-12-20,2017
round_464,Spandana Sphoorty,Private Equity,19500000.0,2017-12-20,2017
round_465,Indus OS,Private Equity,4000000.0,2017-12-21,2017
round_466,EasyEcom,Seed / Angel,150000.0,2017-12-21,2017
round_467,IGP.com,Private Equity,,2017-12-21,2017
round_468,Specsmakers,Private Equity,10000000.0,2017-12-26,2017
round_469,Garage On Road,Private Equity,,2017-12-27,2017
round_470,Foyr.com,Private Equity,3800000.0,2017-12-27,2017
round_471,Prest Loans,Seed,570000.0,2017-11-02,2017
round_472,AadharAPI.com,Seed,,2017-11-02,2017
round_473,FreshBoxx,Seed,,2017-11-02,2017
round_474,Vagupu,Seed,1000000.0,2017-11-03,2017
round_475,HalaPlay,Seed,,2017-11-03,2017
round_476,Kalpnik Technologies,Seed,500000.0,2017-11-03,2017
round_477,Hevo Data,Private Equity,1000000.0,2017-11-04,2017
round_478,Smart Karma,Private Equity,,2017-11-06,2017
round_479,Leverage Edu,Seed,,2017-11-06,2017
round_480,Crayon Data,Seed,,2017-11-07,2017
round_481,DocTalk,Private Equity,5000000.0,2017-11-07,2017
round_482,CoveIoT,Private Equity,5000000.0,2017-11-07,2017
round_483,TalentEdge,Private Equity,7600000.0,2017-11-08,2017
round_484,Fisdom,Private Equity,3000000.0,2017-11-08,2017
round_485,FarmLink,Private Equity,3000000.0,2017-11-08,2017
round_486,OpenApp,Private Equity,3600000.0,2017-11-08,2017
round_487,NoPaperForms,Seed,872000.0,2017-11-09,2017
round_488,Tilite Technologies Pvt. Ltd,Seed,,2017-11-09,2017
round_489,Mobiliz AR,Private Equity,,2017-11-09,2017
round_490,Qubole,Private Equity,25000000.0,2017-11-10,2017
round_491,Happily Unmarried,Private Equity,,2017-11-10,2017
round_492,Universal Sportsbiz Pvt. Ltd,Equity,15000000.0,2017-11-13,2017
round_493,Hungry Foal,Seed,,2017-11-14,2017
round_494,Active AI,Private Equity,8250000.0,2017-11-14,2017
round_495,Sumeru,Seed,900000.0,2017-11-15,2017
round_496,ElderAid Wellness,Angel,,2017-11-15,2017
round_497,Omnia Information,Private Equity,3000000.0,2017-11-15,2017
round_498,Josh Talks,Private Equity,,2017-11-15,2017
round_499,Reniso,Seed,,2017-11-15,2017
round_500,Kanhaiya,Seed / Angel,200000.0,2017-11-17,2017
round_501,Perspectico,Seed / Angel,,2017-11-17,2017
round_502,ONN Bikes,Seed / Angel,692000.0,2017-11-20,2017
round_503,Rapido,Seed / Angel,329230.0,2017-11-21,2017
round_504,Heckyl,Private Equity,2700000.0,2017-11-21,2017
round_505,Nuvepro,Seed / Angel,400000.0,2017-11-21,2017
round_506,RedBook,Seed / Angel,250000.0,2017-11-21,2017
round_507,Portea,Private Equity,26000000.0,2017-11-21,2017
round_508,Credit Mate,Private Equity,,2017-11-21,2017
round_509,Epiq Capital,Private Equity,200000000.0,2017-11-21,2017
round_510,MiStay,Seed / Angel,,2017-11-22,2017
round_511,WittyFeed,Seed / Angel,,2017-11-23,2017
round_512,IDG Ventures,Private Equity,10000000.0,2017-11-24,2017
round_513,TempGo,Seed / Angel,250000.0,2017-11-24,2017
round_514,Edelweiss,Private Equity,270000000.0,2017-11-27,2017
round_515,ERA,Seed / Angel,39000.0,2017-11-27,2017
round_516,Smaaash,Private Equity,3800000.0,2017-11-27,2017
round_517,Chumbak,Private Equity,13000000.0,2017-11-28,2017
round_518,FR8,Debt,1500000.0,2017-11-28,2017
round_519,MobieFit,Seed / Angel,1350000.0,2017-11-28,2017
round_520,Stanza Living,Private Equity,2000000.0,2017-11-28,2017
round_521,ChqBook,Seed,,2017-10-03,2017
round_522,HomeCapital,Seed,,2017-10-03,2017
round_523,Ola Cabs,Private Equity,110000000.0,2017-10-03,2017
round_524,Elanic,Seed,,2017-10-04,2017
round_525,CollPoll,Seed,306000.0,2017-10-04,2017
round_526,PhonePe,Private Equity,38700000.0,2017-10-04,2017
round_527,Little Black Book,Private Equity,1000000.0,2017-10-05,2017
round_528,Oorjan,Seed,450000.0,2017-10-05,2017
round_529,Zefo,Private Equity,9200000.0,2017-10-05,2017
round_530,Yaantra,Private Equity,3100000.0,2017-10-06,2017
round_531,Farm Taaza,Private Equity,8000000.0,2017-10-06,2017
round_532,Drivezy,Private Equity,10000000.0,2017-10-06,2017
round_533,Slice Pay,Private Equity,2000000.0,2017-10-06,2017
round_534,Agrowave,Seed,,2017-10-09,2017
round_535,MyGubbi,Private Equity,2700000.0,2017-10-09,2017
round_536,IBSFintech,Seed,,2017-10-09,2017
round_537,Letsservice,Private Equity,,2017-10-09,2017
round_538,OneStepUp,Seed,336000.0,2017-10-09,2017
round_539,ThirdWatch,Seed,,2017-10-09,2017
round_540,Parallel Dots,Private Equity,1400000.0,2017-10-10,2017
round_541,Easy Diner,Private Equity,4500000.0,2017-10-10,2017
round_542,Meesho,Private Equity,3100000.0,2017-10-11,2017
round_543,StanPlus,Private Equity,1100000.0,2017-10-11,2017
round_544,UCLID,Seed,235000.0,2017-10-12,2017
round_545,Policy Bazaar,Private Equity,77000000.0,2017-10-13,2017
round_546,Gapoon,Seed,250000.0,2017-10-13,2017
round_547,Chaayos,Private Equity,2000000.0,2017-10-13,2017
round_548,KrazyBee,Private Equity,8000000.0,2017-10-16,2017
round_549,Renew Buy,Private Equity,9200000.0,2017-10-16,2017
round_550,Fingerlix,Private Equity,7000000.0,2017-10-17,2017
round_551,Bank Bazaar,Private Equity,7000000.0,2017-10-18,2017
round_552,Hasura,Private Equity,,2017-10-18,2017
round_553,BlackBuck,Private Equity,7700000.0,2017-10-18,2017
round_554,LenDen Club,Seed,500000.0,2017-10-18,2017
round_555,Toppr,Private Equity,7000000.0,2017-10-23,2017
round_556,RAW Pressery,Private Equity,6000000.0,2017-10-23,2017
round_557,Cashe,Debt,3100000.0,2017-10-23,2017
round_558,Park Easy,Seed,118000.0,2017-10-23,2017
round_559,TagBox,Seed,,2017-10-24,2017
round_560,FYRE,Seed,500000.0,2017-10-24,2017
round_561,ZipLoan,Private Equity,3000000.0,2017-10-24,2017
round_562,Skillenza,Seed,722000.0,2017-10-24,2017
round_563,Chevon,Private Equity,,2017-10-24,2017
round_564,PropStory,Seed,,2017-10-25,2017
round_565,SpotDraft,Seed,550000.0,2017-10-25,2017
round_566,Big Basket,Private Equity,5000000.0,2017-10-26,2017
round_567,OfBusiness,Debt,3800000.0,2017-10-27,2017
round_568,Olly Credit,Seed,,2017-10-27,2017
round_569,CashFree,Seed,120000.0,2017-10-28,2017
round_570,Ola Cabs,Private Equity,7700000.0,2017-10-28,2017
round_571,GoldFarm,Private Equity,2000000.0,2017-10-30,2017
round_572,NetMeds,Private Equity,14000000.0,2017-10-31,2017
round_573,MSE,Private Equity,32000000.0,2017-10-31,2017
round_574,Aahaa Stores,Private Equity,1000000.0,2017-09-01,2017
round_575,MFine,Private Equity,1500000.0,2017-09-01,2017
round_576,Canvera,Private Equity,1300000.0,2017-09-01,2017
round_577,PrimaryIO,Private Equity,5600000.0,2017-09-04,2017
round_578,Shubh Loans,Private Equity,1500000.0,2017-09-05,2017
round_579,Nest Education,Seed,600000.0,2017-09-05,2017
round_580,Lending Kart,Private Equity,10750000.0,2017-09-06,2017
round_581,GoFro,Private Equity,10000000.0,2017-09-06,2017
round_582,OncoStem,Private Equity,6000000.0,2017-09-06,2017
round_583,Power2SME,Private Equity,26000000.0,2017-09-06,2017
round_584,Credit Vidya,Private Equity,5000000.0,2017-09-07,2017
round_585,Tails Life,Private Equity,,2017-09-07,2017
round_586,OYO Rooms,Private Equity,250000000.0,2017-09-07,2017
round_587,Early Salary,Debt,780000.0,2017-09-07,2017
round_588,MamaEarth,Seed,,2017-09-07,2017
round_589,Seniority,Private Equity,1000000.0,2017-09-07,2017
round_590,AYE Finance,Debt,6900000.0,2017-09-08,2017
round_591,Farmizen,Seed,,2017-09-08,2017
round_592,Ecom Express,Private Equity,30000000.0,2017-09-11,2017
round_593,Call Health,Private Equity,6200000.0,2017-09-11,2017
round_594,Sattviko,Seed,,2017-09-12,2017
round_595,3HCare,Seed,100000.0,2017-09-12,2017
round_596,Tonbo Imaging,Private Equity,17000000.0,2017-09-12,2017
round_597,Get My Parking,Private Equity,3000000.0,2017-09-12,2017
round_598,WittyFeed,Seed,,2017-09-13,2017
round_599,Glowroad,Private Equity,2000000.0,2017-09-13,2017
round_600,OYO Rooms,Private Equity,10000000.0,2017-09-13,2017
round_601,Unacademy,Private Equity,11500000.0,2017-09-13,2017
round_602,Heterogenous,Seed,780000.0,2017-09-13,2017
round_603,Gurukul,Seed,,2017-09-14,2017
round_604,Smaaash,Private Equity,44000000.0,2017-09-14,2017
round_605,WheelStreet,Seed,120000.0,2017-09-14,2017
round_606,Xprep,Private Equity,,2017-09-14,2017
round_607,The Moms Co,Private Equity,1000000.0,2017-09-18,2017
round_608,Noticeboard,Seed,,2017-09-19,2017
round_609,High Radius,Private Equity,50000000.0,2017-09-19,2017
round_610,HWell24 Plus,Seed,,2017-09-20,2017
round_611,SaveBC,Private Equity,6000000.0,2017-09-21,2017
round_612,Gaming Monk,Private Equity,,2017-09-21,2017
round_613,91SpringBoard,Private Equity,,2017-09-21,2017
round_614,Homergize,Private Equity,1000000.0,2017-09-21,2017
round_615,Yatra.com,Debt,15400000.0,2017-09-22,2017
round_616,Ace Turtle,Private Equity,,2017-09-22,2017
round_617,Vogo,Seed,,2017-09-25,2017
round_618,Synup,Private Equity,6000000.0,2017-09-25,2017
round_619,Tinmen,Private Equity,,2017-09-25,2017
round_620,Cropin,Private Equity,,2017-09-25,2017
round_621,Rapido,Seed,422000.0,2017-09-25,2017
round_622,Sportobuddy,Seed,150000.0,2017-09-25,2017
round_623,Credifiable,Private Equity,,2017-09-26,2017
round_624,Inclov,Seed,,2017-09-26,2017
round_625,Multibhashi,Seed,,2017-09-26,2017
round_626,Transerve,Private Equity,1600000.0,2017-09-27,2017
round_627,Fashalot,Private Equity,,2017-09-27,2017
round_628,Pitstop,Private Equity,1000000.0,2017-09-27,2017
round_629,GoChoppers,Seed,,2017-09-27,2017
round_630,MyUpchar,Seed,300000.0,2017-09-27,2017
round_631,Aadyah,Private Equity,1000000.0,2017-09-28,2017
round_632,TouchKin,Private Equity,1300000.0,2017-08-01,2017
round_633,Ethinos,Private Equity,,2017-08-02,2017
round_634,Leverage Edu,Seed,,2017-08-02,2017
round_635,Zepo,Seed,500000.0,2017-08-02,2017
round_636,Click2Clinic,Seed,850000.0,2017-08-02,2017
round_637,SpeedBox,Seed,300000.0,2017-08-03,2017
round_638,Skill Connect,Seed,,2017-08-03,2017
round_639,Chai Point,Private Equity,,2017-08-03,2017
round_640,Zoctr,Private Equity,,2017-08-03,2017
round_641,Lime Tray,Private Equity,,2017-08-04,2017
round_642,CoutLoot,Seed,,2017-08-04,2017
round_643,Box My Space,Seed,,2017-08-04,2017
round_644,Curatio,Private Equity,,2017-08-05,2017
round_645,New Castle Technologies,Seed,243000.0,2017-08-08,2017
round_646,My Forex Eye,Seed,220000.0,2017-08-08,2017
round_647,TruxApp,Seed,3100000.0,2017-08-09,2017
round_648,CroFarm,Seed,783000.0,2017-08-09,2017
round_649,DoodhWala,Seed,,2017-08-09,2017
round_650,Stayabode,Private Equity,,2017-08-10,2017
round_651,Flipkart,Private Equity,2500000000.0,2017-08-11,2017
round_652,Moong Labs,Private Equity,,2017-08-11,2017
round_653,Ola Cabs,Private Equity,36000000.0,2017-08-11,2017
round_654,Sports Flashes,Private Equity,,2017-08-14,2017
round_655,Digilend,Seed,312000.0,2017-08-14,2017
round_656,KNAB Finance,Seed,385000.0,2017-08-15,2017
round_657,Get Simpl,Seed,,2017-08-17,2017
round_658,Rootefy,Seed,187000.0,2017-08-20,2017
round_659,Uniphore,Private Equity,6800000.0,2017-08-21,2017
round_660,Cerebroz,Seed,734000.0,2017-08-21,2017
round_661,Flochat,Seed,,2017-08-22,2017
round_662,EasyGov,Seed,,2017-08-22,2017
round_663,Milk Basket,Seed,,2017-08-23,2017
round_664,Dhruva,Private Equity,80000000.0,2017-08-23,2017
round_665,Bombay Shaving Company,Private Equity,2300000.0,2017-08-23,2017
round_666,Awign,Seed,,2017-08-23,2017
round_667,Indiez,Seed,500000.0,2017-08-23,2017
round_668,Ezetap,Private Equity,16000000.0,2017-08-24,2017
round_669,Ink Monk,Seed,750000.0,2017-08-25,2017
round_670,Medinfi,Seed,125000.0,2017-08-25,2017
round_671,Mobikon,Private Equity,7000000.0,2017-08-28,2017
round_672,CureFit,Private Equity,25000000.0,2017-08-29,2017
round_673,Doxper,Seed,750000.0,2017-08-29,2017
round_674,Fieldassist,Debt,,2017-08-29,2017
round_675,Treebo,Private Equity,34000000.0,2017-08-30,2017
round_676,MedGenome,Private Equity,30000000.0,2017-08-30,2017
round_677,Billion Loans,Seed,1000000.0,2017-07-01,2017
round_678,Ecolibriumenergy,Private Equity,2600000.0,2017-07-03,2017
round_679,Droom,Private Equity,20000000.0,2017-07-04,2017
round_680,Jumbotail,Private Equity,8500000.0,2017-07-05,2017
round_681,Moglix,Private Equity,12000000.0,2017-07-05,2017
round_682,Timesaverz,Private Equity,1000000.0,2017-07-05,2017
round_683,Minjar,Seed,,2017-07-06,2017
round_684,MyCity4kids,Seed,,2017-07-06,2017
round_685,Clip App,Seed,1000000.0,2017-07-07,2017
round_686,Upwardly.in,Seed,,2017-07-07,2017
round_687,Autorox.co,Private Equity,3000000.0,2017-07-10,2017
round_688,Fabogo,Private Equity,2250000.0,2017-07-11,2017
round_689,Flickstree,Seed,464000.0,2017-07-11,2017
round_690,Design Cafe,Seed,,2017-07-11,2017
round_691,Innoviti,Private Equity,18500000.0,2017-07-12,2017
round_692,VDeliver,Private Equity,,2017-07-12,2017
round_693,Bottr.me,Seed,,2017-07-12,2017
round_694,Arcatron,Seed,,2017-07-12,2017
round_695,QwikSpec,Seed,540000.0,2017-07-14,2017
round_696,Chumbak,Private Equity,1700000.0,2017-07-14,2017
round_697,Increff,Seed,2000000.0,2017-07-17,2017
round_698,Vayana,Private Equity,4000000.0,2017-07-17,2017
round_699,MObiquest,Private Equity,,2017-07-18,2017
round_700,Ambee,Seed,,2017-07-18,2017
round_701,Ideal Insurance,Seed,,2017-07-18,2017
round_702,Hypernova Interactive,Seed,,2017-07-18,2017
round_703,Rentomojo,Private Equity,10000000.0,2017-07-19,2017
round_704,AirCTO,Seed,,2017-07-19,2017
round_705,Playablo,Seed,600000.0,2017-07-19,2017
round_706,Trupay,Seed,700000.0,2017-07-20,2017
round_707,Brick2Wall,Seed,200000.0,2017-07-21,2017
round_708,FableStreet,Seed,,2017-07-21,2017
round_709,Monsoon Fintech,Seed,,2017-07-21,2017
round_710,MonkeyBox,Seed,,2017-07-21,2017
round_711,Noticeboard,Private Equity,1200000.0,2017-07-25,2017
round_712,Byju\\xe2\\x80\\x99s,Private Equity,35000000.0,2017-07-25,2017
round_713,Creator\\xe2\\x80\\x99s Gurukul,Seed,,2017-07-26,2017
round_714,Fab Hotels,Private Equity,25000000.0,2017-07-26,2017
round_715,ThinkerBell,Seed,200000.0,2017-07-26,2017
round_716,1mg,Private Equity,15000000.0,2017-07-27,2017
round_717,Jhakaas,Seed,,2017-07-28,2017
round_718,BigStylist,Private Equity,1250000.0,2017-07-28,2017
round_719,Gympik.com,Seed,,2017-07-28,2017
round_720,Tripeur,Seed,,2017-06-01,2017
round_721,RentOnGo,Seed,234000.0,2017-06-02,2017
round_722,Goomo,Private Equity,50000000.0,2017-06-05,2017
round_723,MaxMyWealth,Private Equity,,2017-06-05,2017
round_724,Spinny,Private Equity,1000000.0,2017-06-06,2017
round_725,Healthbuds,Seed,,2017-06-06,2017
round_726,Ftcash,Private Equity,,2017-06-06,2017
round_727,BHIVE Workspace,Private Equity,1200000.0,2017-06-06,2017
round_728,wayForward,Seed,1000000.0,2017-06-06,2017
round_729,GyanDhan,Private Equity,,2017-06-06,2017
round_730,Hungry Foal,Private Equity,,2017-06-06,2017
round_731,ZipLoan,Seed,650000.0,2017-06-07,2017
round_732,GrowFitter,Seed,600000.0,2017-06-07,2017
round_733,Stratfit,Seed,232000.0,2017-06-08,2017
round_734,Multiplier Solutions,Private Equity,1500000.0,2017-06-08,2017
round_735,ABI Health,Private Equity,1500000.0,2017-06-08,2017
round_736,Stockal,Seed,350000.0,2017-06-08,2017
round_737,Guidoo,Seed,300000.0,2017-06-09,2017
round_738,eSahai.in,Seed,250000.0,2017-06-09,2017
round_739,Loanmeet,Seed,,2017-06-12,2017
round_740,LendingKart,Debt,7800000.0,2017-06-12,2017
round_741,Boxx.ai,Private Equity,500000.0,2017-06-12,2017
round_742,PeeSafe.in,Private Equity,1000000.0,2017-06-12,2017
round_743,Vista Rooms,Seed,776000.0,2017-06-12,2017
round_744,CoverFox,Private Equity,15000000.0,2017-06-12,2017
round_745,HyperTrack,Private Equity,,2017-06-13,2017
round_746,Goodera,Private Equity,5500000.0,2017-06-13,2017
round_747,Digit,Private Equity,,2017-06-13,2017
round_748,Ola,Private Equity,50000000.0,2017-06-14,2017
round_749,Vanitycask,Seed,,2017-06-14,2017
round_750,MrNeeds,Seed,500000.0,2017-06-14,2017
round_751,MoneyTap,Private Equity,12300000.0,2017-06-15,2017
round_752,Goodbox,Private Equity,1000000.0,2017-06-16,2017
round_753,Fincash,Seed,100000.0,2017-06-16,2017
round_754,PortDesk,Seed,2000000.0,2017-06-16,2017
round_755,EdgeFx,Seed,,2017-06-16,2017
round_756,EazyDiner,Seed,,2017-06-16,2017
round_757,HealthIntel,Seed,,2017-06-16,2017
round_758,Unbxd,Private Equity,12500000.0,2017-06-19,2017
round_759,DarwinBox,Private Equity,4000000.0,2017-06-19,2017
round_760,ForeverShop,Seed,300000.0,2017-06-20,2017
round_761,Insider.in,Private Equity,5200000.0,2017-06-20,2017
round_762,Fynd,Private Equity,2400000.0,2017-06-21,2017
round_763,Grow Fit,Private Equity,4500000.0,2017-06-21,2017
round_764,Fabulyst,Seed,215000.0,2017-06-21,2017
round_765,mSwipe,Private Equity,31000000.0,2017-06-21,2017
round_766,OneAssist,Private Equity,,2017-06-21,2017
round_767,Julia Computing,Private Equity,4600000.0,2017-06-22,2017
round_768,Kissht,Private Equity,2000000.0,2017-06-22,2017
round_769,Explore Life traveling,Seed,500000.0,2017-06-22,2017
round_770,Loantap,Private Equity,4000000.0,2017-06-23,2017
round_771,Voxweb,Seed,1000000.0,2017-06-23,2017
round_772,HUG Innovations,Private Equity,5000000.0,2017-06-26,2017
round_773,Flipkart,Private Equity,71000000.0,2017-06-26,2017
round_774,V Resorts,Private Equity,4000000.0,2017-06-26,2017
round_775,Stashfin,Private Equity,5000000.0,2017-06-27,2017
round_776,Formcept,Private Equity,,2017-06-27,2017
round_777,Spares Hub,Seed,311000.0,2017-06-27,2017
round_778,FiTraQ,Seed,,2017-06-28,2017
round_779,Rubique,Private Equity,3000000.0,2017-06-28,2017
round_780,Niki.ai,Private Equity,2000000.0,2017-06-28,2017
round_781,Fitpass,Private Equity,1000000.0,2017-06-29,2017
round_782,ZingHR,Private Equity,,2017-06-29,2017
round_783,Tagos Design,Private Equity,5000000.0,2017-06-30,2017
round_784,UrbanClap,Private Equity,21000000.0,2017-06-30,2017
round_785,Ace2three,Private Equity,73700000.0,2017-05-01,2017
round_786,Power2SME,Private Equity,10000000.0,2017-05-01,2017
round_787,Innovapptive,Seed,1500000.0,2017-05-02,2017
round_788,4tigo,Private Equity,10000000.0,2017-05-02,2017
round_789,SMECorner,Private Equity,,2017-05-02,2017
round_790,ZippServe,Seed,390000.0,2017-05-02,2017
round_791,Ola,Private Equity,104500000.0,2017-05-03,2017
round_792,Sumeru,Seed,1000000.0,2017-05-03,2017
round_793,Healthians,Private Equity,,2017-05-04,2017
round_794,HealthMir,Seed,,2017-05-05,2017
round_795,Uactive,Seed,,2017-05-05,2017
round_796,i-lend,Seed,,2017-05-05,2017
round_797,Good Methods Global,Private Equity,,2017-05-05,2017
round_798,Balance App,Seed,233000.0,2017-05-05,2017
round_799,YepMe,Private Equity,700000.0,2017-05-08,2017
round_800,Nightstay,Seed,,2017-05-08,2017
round_801,Devourin,Seed,,2017-05-08,2017
round_802,MyGreens,Seed,1000000.0,2017-05-08,2017
round_803,Ace Turtle,Private Equity,5000000.0,2017-05-08,2017
round_804,CureFit,Private Equity,3200000.0,2017-05-08,2017
round_805,Curie Labs,Seed,50000.0,2017-05-09,2017
round_806,Uncanny Vision,Seed,,2017-05-09,2017
round_807,Anchanto,Private Equity,,2017-05-09,2017
round_808,Sequretek,Private Equity,,2017-05-09,2017
round_809,Lucideus,Seed,,2017-05-10,2017
round_810,Vidooly,Private Equity,1400000.0,2017-05-10,2017
round_811,Shopclues,Private Equity,7700000.0,2017-05-10,2017
round_812,Fourth Ambit,Seed,600000.0,2017-05-10,2017
round_813,Chymera VR,Seed,,2017-05-10,2017
round_814,Early Salary,Private Equity,4000000.0,2017-05-11,2017
round_815,Book My Diamond,Seed,,2017-05-11,2017
round_816,ION Energy,Seed,,2017-05-11,2017
round_817,Legal Raasta,Private Equity,5000000.0,2017-05-12,2017
round_818,Log 9 Materials,Seed,,2017-05-12,2017
round_819,Remit Guru,Private Equity,466000.0,2017-05-12,2017
round_820,Aequm,Seed,1000000.0,2017-05-12,2017
round_821,Zapty,Seed,500000.0,2017-05-15,2017
round_822,Vernacular.ai,Seed,,2017-05-15,2017
round_823,Niki.ai,Private Equity,,2017-05-16,2017
round_824,Telr,Private Equity,3000000.0,2017-05-16,2017
round_825,Fynd,Private Equity,500000.0,2017-05-16,2017
round_826,Genie,Seed,250000.0,2017-05-17,2017
round_827,Paysense,Private Equity,5300000.0,2017-05-17,2017
round_828,The Good Life,Seed,1000000.0,2017-05-18,2017
round_829,PumpKart,Seed,,2017-05-18,2017
round_830,Paytm,Private Equity,1400000000.0,2017-05-18,2017
round_831,EzCred,Seed,1000000.0,2017-05-19,2017
round_832,HealthSutra,Seed,,2017-05-19,2017
round_833,YepMe,Private Equity,,2017-05-20,2017
round_834,Delhivery,Private Equity,30000000.0,2017-05-22,2017
round_835,ZipGrid,Seed,500000.0,2017-05-22,2017
round_836,TravelSpice,Seed,,2017-05-23,2017
round_837,Magicpin,Private Equity,6600000.0,2017-05-23,2017
round_838,The Print,Seed,,2017-05-23,2017
round_839,Box8,Private Equity,1000000.0,2017-05-23,2017
round_840,GenNext Students,Seed,580000.0,2017-05-24,2017
round_841,Aye Finance,Private Equity,8000000.0,2017-05-25,2017
round_842,WhatsLoan,Seed,,2017-05-26,2017
round_843,Cube Consumer Services,Seed,,2017-05-29,2017
round_844,Nivesh,Seed,,2017-05-29,2017
round_845,Wowflux,Seed,,2017-05-29,2017
round_846,Collateral Medical,Private Equity,3500000.0,2017-05-29,2017
round_847,Loadshare,Seed,,2017-05-30,2017
round_848,SimpliLend,Seed,,2017-05-30,2017
round_849,Supr Daily,Private Equity,1500000.0,2017-05-30,2017
round_850,Swiggy,Private Equity,80000000.0,2017-05-30,2017
round_851,SastaSundar,Private Equity,5000000.0,2017-05-31,2017
round_852,Magicpin,Private Equity,7000000.0,2017-05-31,2017
round_853,Cashe,Private Equity,3800000.0,2017-04-01,2017
round_854,Eruditus,Private Equity,8200000.0,2017-04-03,2017
round_855,TestBook,Private Equity,,2017-04-03,2017
round_856,Healthcare at Home,Private Equity,40000000.0,2017-04-03,2017
round_857,Tyre Express,Seed,,2017-04-03,2017
round_858,SmartCoin,Private Equity,,2017-04-03,2017
round_859,WayCool,Private Equity,2700000.0,2017-04-04,2017
round_860,Perfios,Private Equity,6100000.0,2017-04-04,2017
round_861,Whatfix,Private Equity,3690000.0,2017-04-04,2017
round_862,ElastiRun,Private Equity,7000000.0,2017-04-04,2017
round_863,Trukky,Seed,500000.0,2017-04-04,2017
round_864,Konsult App,Seed,500000.0,2017-04-04,2017
round_865,Credit Sudhaar,Seed,,2017-04-05,2017
round_866,Fingerlix,Private Equity,3000000.0,2017-04-05,2017
round_867,DataWeave,Private Equity,,2017-04-05,2017
round_868,Medwell Ventures,Private Equity,21000000.0,2017-04-06,2017
round_869,Mech Mocha,Private Equity,5000000.0,2017-04-06,2017
round_870,Startup Buddy,Seed,,2017-04-07,2017
round_871,QorQI,Seed,,2017-04-07,2017
round_872,Twenty Two Motors,Seed,,2017-04-07,2017
round_873,PharmEasy,Private Equity,18000000.0,2017-04-07,2017
round_874,WonderChef,Private Equity,,2017-04-08,2017
round_875,FastFox,Private Equity,4600000.0,2017-04-08,2017
round_876,Omnify,Seed,150000.0,2017-04-10,2017
round_877,Capital Float,Private Equity,2300000.0,2017-04-10,2017
round_878,Ninjacart,Private Equity,5500000.0,2017-04-11,2017
round_879,MergerWare,Seed,100000.0,2017-04-11,2017
round_880,Sports Flashes,Seed,,2017-04-11,2017
round_881,Clovia,Private Equity,4000000.0,2017-04-12,2017
round_882,Emiza,Private Equity,4500000.0,2017-04-12,2017
round_883,HackerEarth,Private Equity,4500000.0,2017-04-12,2017
round_884,Squadrun,Private Equity,2100000.0,2017-04-12,2017
round_885,Tinmen,Seed,,2017-04-12,2017
round_886,ScoutMyTrip,Seed,,2017-04-12,2017
round_887,SafetyKart,Private Equity,,2017-04-13,2017
round_888,WeAreHolidays,Private Equity,7700000.0,2017-04-13,2017
round_889,Ola Cabs,Private Equity,260000000.0,2017-04-14,2017
round_890,Myly,Seed,310000.0,2017-04-15,2017
round_891,CrediHealth,Private Equity,1500000.0,2017-04-17,2017
round_892,Navia Life Care,Seed,,2017-04-17,2017
round_893,Raw Pressery,Seed,,2017-04-17,2017
round_894,Snackible,Seed,175000.0,2017-04-17,2017
round_895,Be U Salons,Seed,620000.0,2017-04-17,2017
round_896,Simulanis,Seed,,2017-04-17,2017
round_897,LendingKart,Private Equity,4650000.0,2017-04-17,2017
round_898,Innefu Security Consulting,Private Equity,2000000.0,2017-04-18,2017
round_899,Whodat,Private Equity,600000.0,2017-04-18,2017
round_900,Absentia VR,Private Equity,1250000.0,2017-04-18,2017
round_901,IOTrek,Seed,155000.0,2017-04-19,2017
round_902,HolaChef,Private Equity,3000000.0,2017-04-20,2017
round_903,Wooplr,Private Equity,,2017-04-20,2017
round_904,Video Ken,Seed,1000000.0,2017-04-21,2017
round_905,Faasos,Private Equity,6300000.0,2017-04-24,2017
round_906,Oyo Rooms,Private Equity,250000000.0,2017-04-24,2017
round_907,Toppr,Private Equity,3200000.0,2017-04-24,2017
round_908,Niramai,Seed,,2017-04-24,2017
round_909,The Office Pass,Seed,245000.0,2017-04-25,2017
round_910,UrbanClap,Private Equity,3100000.0,2017-04-25,2017
round_911,Awfis,Private Equity,20000000.0,2017-04-26,2017
round_912,Myra,Private Equity,,2017-04-26,2017
round_913,Flytxt,Private Equity,11000000.0,2017-04-26,2017
round_914,Howdy Ventures,Seed,1500000.0,2017-04-26,2017
round_915,StalkBuyLove,Private Equity,1000000.0,2017-04-26,2017
round_916,ZipGo,Private Equity,,2017-04-26,2017
round_917,Scootsy,Private Equity,3600000.0,2017-04-27,2017
round_918,Autobix,Seed,,2017-04-27,2017
round_919,eShiksha,Seed,,2017-04-27,2017
